Format Version,1.25,Take Name,Take 2026-08-14 12.04.45 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-08-14 12.04.45.615 PM,Capture Start Frame,1487855,Total Frames in Take,111,Total Exported Frames,111,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
47,0.391667,-0.436313,-0.001799,0.899793,-0.000372,104.540985,730.600891,2181.622559,46.067162,731.084290,2192.184326,123.738541,729.550659,2126.494385,143.817276,731.167725,2226.188965,0.004617,0.435251,-0.008018,0.900262,-1718.604370,1259.472168,-816.005371,-1813.347534,1286.668335,-949.701538,-1728.233398,1281.580444,-720.187317,-1614.231812,1210.167847,-778.127075,-1814.049561,1287.018188,-949.852905,-1728.135864,1281.377808,-721.036682,-1613.509888,1209.989868,-776.943359,44.941715,731.092163,2192.297852,124.012825,729.530396,2125.397949,145.066467,731.186218,2227.632080,267.875488,634.220825,2151.932861,,,,2840.535889,113.195717,-2385.813721,,,,,,,,,,,,,,,,,,,,,,-1660.746826,1383.683105,-688.706604,,,,,,,,,,,,,,,,,,,,,
48,0.400000,-0.436256,-0.001216,0.899822,-0.000127,104.564384,730.588867,2181.670898,46.092407,731.136597,2192.239746,123.753860,729.474243,2126.541016,143.846924,731.155701,2226.231934,0.004597,0.435244,-0.007931,0.900266,-1718.609253,1259.468262,-815.990234,-1813.354980,1286.653198,-949.686890,-1728.243774,1281.571167,-720.171448,-1614.228638,1210.180908,-778.112183,-1814.051758,1287.002075,-949.827332,-1728.132568,1281.354980,-721.056641,-1613.521606,1210.013428,-776.914246,44.920822,731.146057,2192.364258,124.046387,729.452271,2125.424316,145.082886,731.173706,2227.642822,267.960449,634.251770,2151.993896,,,,2840.736816,113.091888,-2385.863037,,,,,,,,,,,,,,,,,,,,,,-1660.745972,1383.637939,-688.782471,,,,,,,,,,,,,,,,,,,,,
49,0.408333,-0.436566,-0.001659,0.899671,-0.000172,104.606445,730.561768,2181.687012,46.126923,731.074280,2192.215820,123.834442,729.497986,2126.569824,143.858017,731.113159,2226.275391,0.004578,0.435222,-0.008159,0.900275,-1718.598145,1259.443604,-815.992493,-1813.327148,1286.634766,-949.699768,-1728.228271,1281.572632,-720.179321,-1614.238770,1210.123901,-778.098206,-1814.045044,1286.994629,-949.844299,-1728.141846,1281.371582,-721.052307,-1613.495850,1209.936523,-776.902771,44.982655,731.083008,2192.343750,124.126282,729.476807,2125.442383,145.063080,731.130676,2227.680176,268.053802,634.245300,2151.959229,,,,2840.989502,113.262901,-2385.926270,,,,,,,,,,,,,,,,,,,,,,,,,2970.265869,167.060654,-2479.664062,,,,,,,,,,,,,,,,,,
50,0.416667,-0.436557,-0.001987,0.899674,0.000005,104.619438,730.574463,2181.696533,46.140148,731.080994,2192.226807,123.846367,729.551147,2126.578125,143.871826,731.091370,2226.284668,0.004543,0.435245,-0.007981,0.900265,-1718.602051,1259.462524,-815.989197,-1813.347046,1286.632812,-949.689392,-1728.235474,1281.579102,-720.173462,-1614.223511,1210.175903,-778.104553,-1814.047363,1286.983765,-949.828979,-1728.135742,1281.370728,-721.049744,-1613.507446,1210.001587,-776.917603,44.967400,731.089783,2192.354736,124.144135,729.531067,2125.470459,145.063065,731.107056,2227.639893,267.954041,634.277649,2151.981445,,,,2841.141113,113.360626,-2386.034912,,,,,,,,,,,,,,,,,,,,,,,,,2982.081299,152.454483,-2487.821045,,,,,,,,,,,,,,,,,,
51,0.425000,-0.436496,-0.001715,0.899705,-0.000254,104.609657,730.589844,2181.680908,46.131691,731.090576,2192.218750,123.829361,729.531433,2126.560791,143.867966,731.147644,2226.263184,0.004550,0.435203,-0.008078,0.900285,-1718.588867,1259.462402,-816.002869,-1813.316772,1286.639771,-949.713623,-1728.226929,1281.588013,-720.189697,-1614.222656,1210.159668,-778.105103,-1814.020752,1286.994141,-949.846436,-1728.144775,1281.389160,-721.062988,-1613.495972,1209.976562,-776.934814,44.941036,731.099121,2192.343506,124.126846,729.510742,2125.460693,145.076248,731.164490,2227.620605,268.025146,634.230225,2151.955566,,,,2841.230469,113.554695,-2386.140381,,,,,,,,,,,,,,,,,,,,,,,,,2990.437500,144.666626,-2507.301758,,,,,,,,,,,,,,,,,,
52,0.433333,-0.436695,-0.001624,0.899608,-0.000211,104.602280,730.609070,2181.674072,46.119736,731.120239,2192.185791,123.846161,729.540710,2126.562256,143.840973,731.166199,2226.273438,0.004556,0.435268,-0.008123,0.900253,-1718.591553,1259.431152,-815.989746,-1813.336670,1286.613403,-949.687439,-1728.213745,1281.560059,-720.175720,-1614.224243,1210.120361,-778.105896,-1814.049316,1286.971069,-949.826904,-1728.130127,1281.360352,-721.048584,-1613.486694,1209.934082,-776.921448,44.955730,731.128906,2192.310547,124.139580,729.519592,2125.443848,145.066574,731.183899,2227.682129,267.938385,634.362122,2151.927002,,,,2841.590332,113.480232,-2386.191162,,,,,,,,,,,,,,,,,,,,,,,,,3001.390137,134.913681,-2524.725830,,,,,,,,,,,,,,,,,,
53,0.441667,-0.436617,-0.001643,0.899646,-0.000301,104.571251,730.625916,2181.654297,46.090439,731.127136,2192.176270,123.805840,729.558594,2126.539307,143.817535,731.192139,2226.247070,0.004587,0.435224,-0.008082,0.900274,-1718.581909,1259.428101,-815.970703,-1813.315063,1286.618042,-949.675293,-1728.214600,1281.547852,-720.155640,-1614.215820,1210.118896,-778.081055,-1814.032227,1286.977539,-949.818665,-1728.137695,1281.354248,-721.017456,-1613.468750,1209.926880,-776.899536,44.983212,731.135132,2192.291016,124.078232,729.537476,2125.417236,145.056961,731.210999,2227.713623,268.050079,634.260254,2151.996826,,,,2841.605225,113.994934,-2386.408447,,,,,,,,,,,,,,,,,,,,,,,,,3010.801270,128.298477,-2541.571289,3178.259277,85.354309,-2743.480469,,,,,,,,,,,,,,,
54,0.450000,-0.436443,-0.001736,0.899730,-0.000190,104.587944,730.640686,2181.640869,46.111256,731.146057,2192.185547,123.801056,729.585632,2126.518311,143.851547,731.190430,2226.218750,0.004659,0.435196,-0.008195,0.900286,-1718.576904,1259.443604,-815.985352,-1813.294678,1286.662720,-949.694885,-1728.209595,1281.562866,-720.170166,-1614.226318,1210.105591,-778.090820,-1814.016113,1287.022705,-949.850708,-1728.123901,1281.366089,-721.022339,-1613.475708,1209.914185,-776.893494,44.949825,731.154663,2192.314209,124.095749,729.564392,2125.379639,145.089325,731.208313,2227.656006,268.027618,634.218750,2152.029541,,,,2842.158447,113.875778,-2386.445557,,,,,,,,,,,,,,,,,,,,,,,,,3018.282227,124.166206,-2558.109375,3187.729004,87.419090,-2761.246826,,,,,,,,,,,,,,,
55,0.458333,-0.436209,-0.001646,0.899844,-0.000286,104.582283,730.595398,2181.598877,46.111012,731.097839,2192.174072,123.766869,729.528503,2126.466553,143.869019,731.159912,2226.156250,0.004604,0.435189,-0.008219,0.900290,-1718.579834,1259.418457,-815.970154,-1813.295776,1286.621094,-949.684448,-1728.214111,1281.549316,-720.157837,-1614.229736,1210.085327,-778.068115,-1814.029907,1286.989014,-949.834595,-1728.134521,1281.351685,-721.032898,-1613.464355,1209.888306,-776.857605,44.963409,731.106140,2192.295166,124.051476,729.507446,2125.348389,145.120377,731.178345,2227.601807,267.982391,634.249451,2151.976562,,,,2842.473389,114.081711,-2386.576660,,,,,,,,,,,,,,,,,,,,,,,,,3025.296143,120.756767,-2573.889404,3195.007812,89.302391,-2777.583984,,,,,,,,,,,,,,,
56,0.466667,-0.436351,-0.001985,0.899774,-0.000092,104.553604,730.624084,2181.618652,46.079063,731.121338,2192.175537,123.755447,729.599121,2126.491455,143.826340,731.151733,2226.188721,0.004682,0.435236,-0.007716,0.900271,-1718.606323,1259.502197,-816.032593,-1813.357666,1286.703003,-949.722046,-1728.250000,1281.569336,-720.206482,-1614.211182,1210.234375,-778.169006,-1814.042480,1287.041382,-949.883789,-1728.130493,1281.359863,-721.030579,-1613.516113,1210.070923,-776.983032,44.952087,731.129395,2192.286621,124.027725,729.579407,2125.398682,145.087540,731.169067,2227.641846,267.886536,634.252014,2151.951172,,,,2843.112305,114.023232,-2386.500732,,,,,,,,,,,,,,,,,,,,,,,,,3030.995850,118.795433,-2588.825195,3201.521240,90.426086,-2792.569580,,,,,,,,,,,,,,,
57,0.475000,-0.436558,-0.002029,0.899674,-0.000190,104.570709,730.643433,2181.628906,46.091190,731.128296,2192.158936,123.798172,729.622375,2126.510742,143.822815,731.179749,2226.217041,0.004528,0.435257,-0.007962,0.900260,-1718.586548,1259.463867,-816.004395,-1813.336426,1286.628174,-949.702393,-1728.218384,1281.581299,-720.188721,-1614.204590,1210.182617,-778.121948,-1814.019897,1286.971802,-949.832458,-1728.123413,1281.376709,-721.056091,-1613.506958,1210.012939,-776.965515,44.971989,731.136047,2192.270020,124.068260,729.602112,2125.379639,145.121140,731.198486,2227.749512,268.000824,634.181763,2152.037109,,,,2843.112549,114.442772,-2386.723877,,,,,,,,,,,,,,,,,,,,,,,,,3036.147949,116.807762,-2601.941650,3205.631592,93.441254,-2806.134033,-1660.760620,1383.779419,-688.509033,,,,,,,,,,,,
58,0.483333,-0.436536,-0.001586,0.899685,-0.000341,104.561165,730.639099,2181.629150,46.082214,731.140442,2192.161621,123.785835,729.564636,2126.510742,143.815475,731.212341,2226.214844,0.004556,0.435217,-0.008273,0.900276,-1718.581665,1259.459839,-815.995483,-1813.304688,1286.649780,-949.707275,-1728.208496,1281.604004,-720.185486,-1614.231689,1210.126099,-778.093506,-1814.043579,1287.017334,-949.873291,-1728.117065,1281.402100,-721.047852,-1613.462891,1209.930908,-776.862732,44.963001,731.148376,2192.273682,124.057663,729.543518,2125.400146,145.083160,731.231506,2227.696533,268.050476,634.214539,2152.053467,,,,2843.075195,115.008339,-2386.996338,,,,,,,,,,,,,,,,,,,,,,,,,3040.129150,115.886864,-2613.432861,3209.912842,95.263802,-2816.630615,-1660.747559,1383.761597,-688.620361,,,,,,,,,,,,
59,0.491667,-0.436444,-0.001213,0.899731,-0.000307,104.595901,730.595703,2181.623779,46.119331,731.126404,2192.167969,123.808769,729.478333,2126.501953,143.859619,731.182373,2226.200928,0.004683,0.435260,-0.007863,0.900258,-1718.599487,1259.463745,-816.003479,-1813.350952,1286.672974,-949.691162,-1728.231934,1281.545654,-720.179688,-1614.215332,1210.173096,-778.139526,-1814.044067,1287.016724,-949.847961,-1728.121460,1281.338013,-721.020142,-1613.508667,1210.003296,-776.954346,44.973537,731.134949,2192.271729,124.079094,729.457397,2125.440186,145.117050,731.200928,2227.613525,268.063202,634.302917,2152.047363,,,,2843.411133,115.248520,-2387.032227,,,,,,,,,,,,,,,,,,,,,,,,,3043.338135,114.787086,-2623.233643,3215.411377,93.397301,-2825.171387,-1660.735718,1383.745728,-688.720581,,,,,,,,,,,,
60,0.500000,-0.436600,-0.001165,0.899655,0.000223,104.560112,730.569458,2181.659912,46.080456,731.154480,2192.184326,123.790955,729.453735,2126.544678,143.808960,731.100220,2226.250977,0.004637,0.435223,-0.008049,0.900275,-1718.593872,1259.449829,-815.992493,-1813.326904,1286.654053,-949.694153,-1728.227295,1281.557983,-720.174866,-1614.227173,1210.137817,-778.108276,-1814.033447,1287.007324,-949.840393,-1728.135132,1281.356323,-721.035278,-1613.498901,1209.956421,-776.923462,44.963455,731.164246,2192.301270,124.068184,729.432190,2125.439941,145.026810,731.117371,2227.672852,268.038483,634.248779,2152.050293,,,,2843.866943,115.462181,-2387.145996,,,,,,,,,,,,,,,,,,,,,,,,,3045.293213,114.140190,-2631.477051,3220.687256,90.217033,-2831.348633,-1660.725098,1383.731323,-688.810791,,,,,,,,,,,,
61,0.508333,-0.436437,-0.001320,0.899734,-0.000040,104.580925,730.606262,2181.624512,46.104729,731.155090,2192.169678,123.792511,729.505005,2126.501953,143.845566,731.158691,2226.201416,0.004584,0.435184,-0.007957,0.900295,-1718.594849,1259.443848,-815.966125,-1813.321899,1286.625732,-949.676697,-1728.241455,1281.551758,-720.149780,-1614.221069,1210.154541,-778.071899,-1814.020020,1286.974854,-949.818970,-1728.144653,1281.347168,-721.012512,-1613.505737,1209.978760,-776.893433,44.971046,731.164185,2192.285400,124.071182,729.483826,2125.409912,145.073059,731.176270,2227.611328,268.110229,634.224182,2152.038086,,,,2843.944580,116.007034,-2387.348877,,,,,,,,,,,,,,,,,,,,,,,,,3045.962891,114.000084,-2638.335938,3230.217529,81.961281,-2834.477539,,,,,,,,,,,,,,,
62,0.516667,-0.436599,-0.001621,0.899655,-0.000491,104.607391,730.613525,2181.657227,46.126827,731.098083,2192.181641,123.840141,729.541077,2126.541748,143.855240,731.201477,2226.248535,0.004644,0.435290,-0.007694,0.900246,-1718.598877,1259.483765,-815.987366,-1813.368042,1286.671265,-949.666870,-1728.232666,1281.554932,-720.161194,-1614.195557,1210.225586,-778.133850,-1814.051636,1287.010864,-949.817078,-1728.113159,1281.340210,-721.013977,-1613.504761,1210.064575,-776.948242,44.969494,731.106018,2192.301025,124.127647,729.520264,2125.448486,145.067322,731.219727,2227.627441,268.105225,634.164795,2152.055908,,,,2844.226074,116.325157,-2387.485596,,,,,,,,,,,,,,,,,,,,,,,,,3045.395508,114.110176,-2643.297852,3234.567871,76.789848,-2836.721436,,,,,,,,,,,,,,,
63,0.525000,-0.436538,-0.001516,0.899684,-0.000684,104.595993,730.629395,2181.672119,46.116741,731.102661,2192.204102,123.821510,729.542053,2126.554199,143.849777,731.243347,2226.257568,0.004597,0.435267,-0.008046,0.900254,-1718.602783,1259.463379,-815.994568,-1813.349976,1286.654663,-949.688904,-1728.227783,1281.577881,-720.177551,-1614.230347,1210.158081,-778.117188,-1814.046875,1287.000977,-949.844727,-1728.124390,1281.373779,-721.016541,-1613.516235,1209.983765,-776.935364,44.938004,731.110718,2192.331055,124.119156,729.520630,2125.440674,145.061905,731.262451,2227.636963,268.066498,634.200806,2152.059082,,,,2844.363037,116.718208,-2387.734375,,,,,,,,,,,,,,,,,,,,,,,,,3043.727783,113.421738,-2645.920166,3227.294922,81.248894,-2838.707520,,,,,,,,,,,,,,,
64,0.533333,-0.436499,-0.001105,0.899704,-0.000576,104.567902,730.632812,2181.648438,46.089821,731.145325,2192.185059,123.788055,729.499390,2126.529785,143.825851,731.253845,2226.230469,0.004718,0.435268,-0.007784,0.900255,-1718.600464,1259.473511,-816.008301,-1813.357056,1286.689697,-949.690918,-1728.233887,1281.541748,-720.181458,-1614.210205,1210.189575,-778.152466,-1814.042358,1287.029175,-949.848450,-1728.111816,1281.328369,-721.019958,-1613.516602,1210.028076,-776.959961,44.920254,731.154053,2192.316650,124.086990,729.476318,2125.382812,145.062195,731.273987,2227.666748,267.951691,634.329651,2151.987549,,,,2844.845703,116.782112,-2387.861328,,,,,,,,,,,,,,,,,,,,,,,,,3042.359863,110.507355,-2645.763916,3224.191406,82.565994,-2839.480957,,,,,,,,,,,,,,,
65,0.541667,-0.436372,-0.001539,0.899765,-0.000434,104.538322,730.684448,2181.650146,46.063141,731.180054,2192.203857,123.743065,729.603210,2126.525146,143.808792,731.270081,2226.221680,0.004623,0.435243,-0.008433,0.900262,-1718.575317,1259.412231,-815.966553,-1813.296509,1286.632812,-949.673340,-1728.188965,1281.561523,-720.156372,-1614.240234,1210.042969,-778.069824,-1814.038940,1287.004395,-949.827820,-1728.115967,1281.368164,-721.025269,-1613.460815,1209.838989,-776.855469,44.916874,731.188416,2192.336182,124.037811,729.581116,2125.367432,145.019745,731.289062,2227.651611,267.959656,634.295654,2151.980957,,,,2844.993652,117.088860,-2388.114990,,,,,,,,,,,,,,,,,,,,,,,,,3040.462158,107.744659,-2645.473877,3222.826172,82.884163,-2839.407715,,,,,,,,,,,,,,,
66,0.550000,-0.436354,-0.001496,0.899773,-0.000491,104.589851,730.654053,2181.651855,46.115063,731.147217,2192.207764,123.792496,729.567139,2126.526123,143.862030,731.247925,2226.221680,0.004591,0.435240,-0.008170,0.900266,-1718.582642,1259.447266,-815.987671,-1813.316162,1286.643188,-949.690674,-1728.208252,1281.575073,-720.173767,-1614.223267,1210.123657,-778.098267,-1814.044800,1287.006226,-949.850281,-1728.114868,1281.371826,-721.038574,-1613.468140,1209.934082,-776.879456,44.980240,731.155457,2192.335693,124.079002,729.544189,2125.327393,145.132446,731.268738,2227.758301,267.973358,634.223877,2151.993896,,,,2845.288086,117.629509,-2388.343018,,,,,,,,,,,,,,,,,,,,,,,,,3039.270996,106.398903,-2645.894287,3222.490234,82.250381,-2839.510986,,,,,,,,,,,,,,,
67,0.558333,-0.436469,-0.001318,0.899718,-0.000678,104.560600,730.655823,2181.664795,46.083042,731.143616,2192.205322,123.777481,729.545654,2126.544434,143.821304,731.278320,2226.243896,0.004686,0.435225,-0.007968,0.900274,-1718.601196,1259.472290,-815.993103,-1813.337280,1286.687866,-949.690369,-1728.236694,1281.564331,-720.171997,-1614.229492,1210.164917,-778.116943,-1814.052979,1287.042480,-949.855896,-1728.132324,1281.359009,-721.017517,-1613.492920,1209.983643,-776.906372,44.983494,731.151367,2192.325439,124.050934,729.522766,2125.377197,145.064926,731.299744,2227.753418,267.976685,634.225891,2152.015625,,,,2845.549316,118.132278,-2388.657959,,,,,,,,,,,,,,,,,,,,,,,,,3039.204102,106.309105,-2646.717285,3222.212402,81.603195,-2840.040527,,,,,,,,,,,,,,,
68,0.566667,-0.436361,-0.001224,0.899770,-0.000748,104.544991,730.652649,2181.622803,46.069904,731.140198,2192.177246,123.748749,729.530579,2126.498291,143.816345,731.287048,2226.192383,0.004596,0.435272,-0.007853,0.900253,-1718.597656,1259.478516,-816.003296,-1813.355469,1286.658936,-949.692383,-1728.229492,1281.573730,-720.182556,-1614.207886,1210.203247,-778.134949,-1814.033569,1286.997559,-949.833618,-1728.114380,1281.359863,-721.043274,-1613.522583,1210.043091,-776.961914,44.927380,731.148071,2192.291992,124.026588,729.508545,2125.386963,145.098373,731.308289,2227.672852,267.918976,634.354126,2151.949463,,,,2845.612549,119.005081,-2389.114990,,,,,,,,,,,,,,,,,,,,,,,,,3039.379639,106.378395,-2647.415771,3223.441650,79.019127,-2840.438232,,,,,,,,,,,,,,,
69,0.575000,-0.436351,-0.001181,0.899776,-0.000465,104.546013,730.644470,2181.649414,46.071468,731.162231,2192.205566,123.747871,729.521301,2126.524170,143.818726,731.249878,2226.218506,0.004693,0.435230,-0.007848,0.900273,-1718.604736,1259.472412,-816.005920,-1813.347534,1286.683838,-949.699219,-1728.244019,1281.551147,-720.182129,-1614.222290,1210.182373,-778.136353,-1814.050293,1287.030640,-949.869202,-1728.128662,1281.343140,-721.009827,-1613.503784,1210.009888,-776.930237,44.882057,731.171326,2192.339844,124.052666,729.498535,2125.378418,145.050476,731.269165,2227.634766,268.023224,634.337280,2152.013428,,,,2845.514893,120.065674,-2389.552490,,,,,,,,,,,,,,,,,,,,,,,,,3039.512939,106.180466,-2647.664062,3223.234375,78.519043,-2840.824951,,,,-1660.748535,1383.827881,-688.541077,,,,,,,,,
70,0.583333,-0.436456,-0.000760,0.899725,-0.000519,104.577011,730.604126,2181.661621,46.100163,731.146240,2192.203857,123.791382,729.431396,2126.541504,143.839523,731.234741,2226.239258,0.004540,0.435263,-0.008064,0.900256,-1718.586792,1259.451172,-815.987915,-1813.333374,1286.624878,-949.686279,-1728.212891,1281.576782,-720.173584,-1614.213989,1210.152100,-778.103882,-1814.042114,1286.979736,-949.831299,-1728.117310,1281.371338,-721.044556,-1613.485474,1209.972412,-776.910522,44.907940,731.155762,2192.339844,124.099174,729.407532,2125.397461,145.054810,731.254578,2227.634766,268.067261,634.293213,2152.009277,,,,2845.865723,120.904861,-2389.891357,,,,,,,,,,,,,,,,,,,,,,,,,3039.504883,105.938972,-2647.667969,3223.311279,78.004715,-2840.893066,,,,-1660.728638,1383.750244,-688.612305,,,,,,,,,
71,0.591667,-0.436439,-0.001157,0.899733,-0.000791,104.580948,730.620178,2181.655762,46.104050,731.108337,2192.200195,123.794334,729.489868,2126.534668,143.844513,731.262390,2226.232422,0.004715,0.435214,-0.007860,0.900281,-1718.599609,1259.451294,-815.997986,-1813.336670,1286.670410,-949.693787,-1728.241455,1281.527588,-720.173828,-1614.220337,1210.156006,-778.126099,-1814.034180,1287.015381,-949.858337,-1728.125366,1281.318115,-721.008118,-1613.509277,1209.986328,-776.925903,44.945663,731.116028,2192.304932,124.067322,729.468384,2125.468262,145.113480,731.282715,2227.653076,268.093628,634.266602,2152.049805,,,,2845.998047,122.031876,-2390.450928,,,,,,,,,,,,,,,,,,,,,,,,,3039.559570,106.074333,-2647.667969,3223.628174,77.502640,-2840.836670,,,,-1660.710938,1383.680176,-688.676331,,,,,,,,,
72,0.600000,-0.436507,-0.000846,0.899700,-0.000919,104.592384,730.581177,2181.657471,46.113914,731.078796,2192.192871,123.814034,729.413025,2126.540283,143.849258,731.251709,2226.239746,0.004697,0.435256,-0.007789,0.900261,-1718.611084,1259.474243,-816.003418,-1813.364624,1286.683716,-949.689636,-1728.247314,1281.546509,-720.177795,-1614.221313,1210.192993,-778.142761,-1814.051270,1287.025391,-949.839050,-1728.138550,1281.338989,-721.023132,-1613.522095,1210.025391,-776.968018,44.958500,731.086853,2192.313965,124.101349,729.389648,2125.417480,145.107529,731.273682,2227.693115,268.081787,634.227600,2152.040039,,,,2846.389160,123.501396,-2391.159424,,,,,,,,,,,,,,,,,,,,,,,,,3039.938477,106.137749,-2647.429688,3223.477051,77.517075,-2840.899658,,,,-1660.694946,1383.617188,-688.734009,,,,,,,,,
73,0.608333,-0.436526,-0.001059,0.899691,-0.000925,104.565758,730.566284,2181.668945,46.086750,731.048401,2192.202148,123.789917,729.422607,2126.551758,143.820648,731.227722,2226.252930,0.004602,0.435251,-0.008042,0.900261,-1718.603516,1259.444824,-815.989380,-1813.346191,1286.637329,-949.686707,-1728.231934,1281.557983,-720.172424,-1614.232300,1210.139404,-778.108887,-1814.063232,1286.995728,-949.835327,-1728.137085,1281.352539,-721.046265,-1613.493530,1209.955933,-776.904419,44.969765,731.055908,2192.313721,124.061859,729.400513,2125.458252,145.066833,731.249268,2227.697998,268.089447,634.212097,2152.066895,,,,2846.405029,125.550346,-2392.130859,,,,,,,,,,,,,,,,,,,,,,,,,3040.459229,106.038506,-2647.141846,3223.433838,77.551117,-2840.910889,,,,,,,,,,,,,,,
74,0.616667,-0.436548,-0.001165,0.899680,-0.000949,104.595451,730.596191,2181.666504,46.115860,731.068604,2192.196777,123.822517,729.464600,2126.550293,143.848038,731.255310,2226.252441,0.004696,0.435252,-0.007999,0.900261,-1718.596558,1259.435059,-815.990173,-1813.338989,1286.655518,-949.682007,-1728.224976,1281.528564,-720.168579,-1614.225586,1210.121338,-778.119690,-1814.036499,1287.002075,-949.838440,-1728.124634,1281.327271,-721.003113,-1613.508789,1209.944824,-776.941345,44.926857,731.076660,2192.327393,124.125198,729.441711,2125.415283,145.078339,731.276184,2227.660889,268.115265,634.203369,2152.075684,,,,2846.618652,127.839134,-2393.337891,,,,,,,,,,,,,,,,,,,,,,,,,3040.780029,106.133400,-2646.901611,3223.996582,76.837242,-2840.773193,,,,,,,,,,,,,,,
75,0.625000,-0.436452,-0.001404,0.899726,-0.000741,104.557747,730.646484,2181.675293,46.080502,731.122070,2192.218262,123.772743,729.545471,2126.553955,143.820023,731.271912,2226.252930,0.004724,0.435188,-0.008205,0.900290,-1718.578979,1259.434326,-815.988159,-1813.291992,1286.675049,-949.696655,-1728.211914,1281.543945,-720.170837,-1614.232788,1210.084229,-778.096985,-1814.008179,1287.033203,-949.847717,-1728.135376,1281.354004,-721.013977,-1613.483276,1209.890015,-776.918640,44.921471,731.129883,2192.342529,124.063530,729.523499,2125.432373,145.057602,731.291931,2227.679443,268.063812,634.268433,2152.027832,,,,2847.643066,129.450012,-2394.319336,,,,,,,,,,,,,,,,,,,,,,,,,3041.086426,106.226654,-2646.725830,3223.795654,77.021774,-2840.838867,,,,,,,,,,,,,,,
76,0.633333,-0.436486,-0.001470,0.899710,-0.000993,104.545151,730.634827,2181.662598,46.066864,731.081665,2192.201172,123.764915,729.538025,2126.542969,143.803711,731.284729,2226.243408,0.004746,0.435193,-0.007898,0.900290,-1718.597046,1259.474731,-816.006653,-1813.325562,1286.705933,-949.706116,-1728.241089,1281.549927,-720.182495,-1614.224487,1210.168579,-778.131226,-1814.025513,1287.052124,-949.872498,-1728.128784,1281.343262,-721.012329,-1613.508789,1209.995850,-776.934265,44.919804,731.089172,2192.337402,124.063606,729.514832,2125.353271,145.015366,731.306213,2227.696777,268.036804,634.284668,2152.011475,,,,2848.029541,132.006424,-2395.637939,,,,,,,,,,,,,,,,,,,,,,,,,3040.722168,106.644943,-2646.698730,3223.838867,76.938248,-2840.804443,,,,,,,,,,,,,,,
77,0.641667,-0.436353,-0.001151,0.899775,-0.000789,104.558304,730.624939,2181.667236,46.083435,731.113647,2192.223145,123.761032,729.493774,2126.542480,143.830475,731.267273,2226.236328,0.004643,0.435224,-0.008109,0.900274,-1718.586426,1259.451050,-815.996887,-1813.316650,1286.660522,-949.699524,-1728.217163,1281.564209,-720.180176,-1614.225220,1210.128662,-778.110840,-1814.044312,1287.022705,-949.860291,-1728.122803,1281.361206,-721.041443,-1613.471558,1209.939209,-776.893066,44.888893,731.122437,2192.367920,124.076500,729.470093,2125.361328,145.041870,731.287842,2227.650635,267.978485,634.288147,2151.966553,,,,2848.430420,134.973785,-2397.381592,,,,,,,,,,,,,,,,,,,,,,,,,3039.738037,107.146080,-2647.189209,3223.605957,77.041046,-2840.911621,,,,,,,,,,,,,,,
78,0.650000,-0.436275,-0.001315,0.899812,-0.000575,104.539268,730.628235,2181.648682,46.066353,731.126099,2192.214844,123.732185,729.519043,2126.520264,143.819305,731.239685,2226.211426,0.004652,0.435283,-0.007998,0.900246,-1718.602905,1259.492920,-816.024719,-1813.355591,1286.699463,-949.712097,-1728.225464,1281.593384,-720.204224,-1614.227417,1210.186157,-778.157715,-1814.053345,1287.045288,-949.873108,-1728.124756,1281.393555,-721.028809,-1613.510132,1210.009277,-776.980469,44.958302,731.133972,2192.332520,124.005981,729.496887,2125.388916,145.053253,731.260010,2227.675049,268.097534,634.204590,2152.033203,,,,2848.458008,138.344406,-2399.251709,,,,,,,,,,,,,,,,,,,,,,,,,3038.645020,107.772858,-2647.863525,3223.858398,76.826080,-2840.748779,,,,,,,,,,,,,,,
