Format Version,1.25,Take Name,Take 2026-08-14 12.04.45 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-08-14 12.04.45.615 PM,Capture Start Frame,1487855,Total Frames in Take,111,Total Exported Frames,111,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
15,0.125000,-0.436447,-0.001328,0.899729,-0.000363,104.572769,730.605835,2181.656250,46.095997,731.123108,2192.200195,123.786316,729.501099,2126.534668,143.836029,731.193298,2226.233887,0.004668,0.435250,-0.007853,0.900264,-1718.617920,1259.506348,-816.003418,-1813.367188,1286.709839,-949.693787,-1728.253296,1281.589722,-720.180298,-1614.233032,1210.219727,-778.136108,-1814.047241,1287.044800,-949.862000,-1728.134277,1281.384766,-720.979187,-1613.541992,1210.056641,-776.960388,44.951717,731.131775,2192.327881,124.076248,729.478333,2125.367676,145.084076,731.213135,2227.715820,268.158203,634.221741,2152.066162,,,,2846.744629,97.399986,-2378.543457,2666.418701,241.485947,-1936.292480,,,,2707.928467,99.447990,-1999.341553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.133333,-0.436419,-0.001238,0.899743,-0.000349,104.601707,730.596191,2181.693848,46.125671,731.121094,2192.241211,123.811676,729.481140,2126.571289,143.867813,731.186340,2226.268799,0.004632,0.435268,-0.008103,0.900253,-1718.588257,1259.453369,-815.988525,-1813.332031,1286.659180,-949.682373,-1728.210083,1281.567871,-720.171143,-1614.222412,1210.133667,-778.112000,-1814.045898,1287.014282,-949.841125,-1728.101196,1281.356323,-721.036316,-1613.491333,1209.956421,-776.894897,44.929398,731.130310,2192.376221,124.118713,729.458679,2125.431152,145.087723,731.204895,2227.663818,268.253174,634.180176,2152.121338,,,,2846.649902,97.324890,-2378.545410,2681.447021,242.521225,-1942.078979,,,,2713.944824,102.557175,-2001.900635,2662.753418,268.608734,-1957.133789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.141667,-0.436355,-0.001658,0.899773,-0.000320,104.598122,730.581604,2181.660889,46.123417,731.079895,2192.217041,123.800598,729.515625,2126.534668,143.870377,731.149170,2226.230957,0.004746,0.435236,-0.007839,0.900270,-1718.593506,1259.474854,-816.005005,-1813.337280,1286.702881,-949.694275,-1728.230957,1281.544067,-720.178772,-1614.211914,1210.177979,-778.141785,-1814.029419,1287.046997,-949.847168,-1728.126953,1281.340210,-721.017944,-1613.503906,1210.005493,-776.966309,45.001045,731.088013,2192.337891,124.079819,729.494202,2125.395264,145.111816,731.168213,2227.699707,268.149994,634.228638,2152.058105,,,,2847.022461,97.034683,-2378.470947,2694.972412,243.452988,-1947.286743,,,,2719.359619,105.355438,-2004.203857,2673.029541,277.532471,-1969.633667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.150000,-0.436398,-0.001337,0.899752,-0.000484,104.580009,730.562927,2181.649170,46.104282,731.067932,2192.199219,123.787849,729.457581,2126.525635,143.847946,731.163269,2226.222412,0.004576,0.435242,-0.007574,0.900270,-1718.596313,1259.480225,-815.980652,-1813.358887,1286.638916,-949.670776,-1728.246460,1281.550537,-720.155945,-1614.183594,1210.251587,-778.115112,-1814.012695,1286.966553,-949.797668,-1728.137329,1281.342285,-721.004761,-1613.525635,1210.098022,-776.986816,44.958282,731.076294,2192.322510,124.074181,729.435242,2125.387451,145.103317,731.183228,2227.690430,268.233765,634.177795,2152.105957,,,,2846.668457,97.558174,-2378.680664,,,,,,,,,,2682.531006,287.071899,-1983.657959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.158333,-0.436217,-0.001324,0.899840,-0.000818,104.561211,730.579590,2181.666016,46.089432,731.053467,2192.239502,123.747597,729.468201,2126.535156,143.846664,731.217102,2226.223389,0.004820,0.435151,-0.007887,0.900310,-1718.603149,1259.470581,-815.998169,-1813.317505,1286.724976,-949.702942,-1728.255371,1281.532593,-720.171814,-1614.236206,1210.154541,-778.119751,-1814.018066,1287.072632,-949.862366,-1728.130005,1281.313354,-721.034729,-1613.526123,1209.988892,-776.896423,44.958370,731.060974,2192.352051,124.019699,729.445984,2125.402588,145.160568,731.239380,2227.763916,268.092865,634.265381,2152.045654,,,,2846.303711,98.029930,-2378.921387,,,,,,,,,,2691.597412,295.322357,-1997.784058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.166667,-0.436535,-0.001582,0.899685,-0.000937,104.594231,730.610535,2181.682617,46.114788,731.054932,2192.214844,123.820068,729.527466,2126.564941,143.847885,731.249207,2226.267822,0.004723,0.435251,-0.007619,0.900264,-1718.609619,1259.492798,-816.000793,-1813.368774,1286.701538,-949.683044,-1728.253296,1281.543457,-720.170959,-1614.206421,1210.233398,-778.148376,-1814.055786,1287.043823,-949.829895,-1728.147583,1281.337646,-721.018250,-1613.506104,1210.064819,-776.976990,44.987148,731.062073,2192.336914,124.101692,729.505249,2125.407227,145.104355,731.270935,2227.765625,268.097015,634.228394,2152.053711,,,,2846.501221,98.126526,-2379.070557,,,,,,,,,,2700.295654,302.101654,-2011.182983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.175000,-0.436201,-0.001850,0.899847,-0.000548,104.587044,730.611389,2181.637451,46.115665,731.074341,2192.213623,123.771339,729.564697,2126.504639,143.874176,731.195190,2226.194092,0.004647,0.435219,-0.008122,0.900276,-1718.595215,1259.485718,-815.991638,-1813.323364,1286.697021,-949.695496,-1728.226440,1281.599609,-720.175110,-1614.235840,1210.160767,-778.104248,-1814.034058,1287.051025,-949.850952,-1728.124634,1281.393188,-721.033752,-1613.505493,1209.981323,-776.901489,44.932396,731.082153,2192.337646,124.064415,729.543579,2125.365234,145.165741,731.214722,2227.676270,268.091980,634.137878,2152.113770,,,,2847.105713,97.871971,-2379.062744,,,,,,,,,,2708.968994,307.360840,-2023.699097,-1660.758301,1383.818970,-688.535034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.183333,-0.436293,-0.002068,0.899802,-0.000625,104.565376,730.621704,2181.660156,46.091675,731.061951,2192.224609,123.761322,729.599243,2126.531006,143.843170,731.203918,2226.225098,0.004660,0.435234,-0.007857,0.900271,-1718.594849,1259.505371,-815.995728,-1813.339478,1286.706543,-949.690002,-1728.233643,1281.590454,-720.173279,-1614.211426,1210.219482,-778.123840,-1814.032593,1287.051025,-949.844055,-1728.121460,1281.380371,-721.022400,-1613.505981,1210.050903,-776.934937,44.905758,731.069641,2192.362793,124.068634,729.578003,2125.364990,145.075668,731.222778,2227.658203,268.023376,634.186951,2152.035645,,,,2846.420166,98.818886,-2379.382324,,,,,,,,,,2716.116455,313.696198,-2036.197388,-1660.755005,1383.772949,-688.618713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.191667,-0.436372,-0.001996,0.899764,-0.000760,104.570686,730.585938,2181.629883,46.095066,731.018311,2192.183838,123.776466,729.553223,2126.504150,143.840561,731.186218,2226.201416,0.004768,0.435236,-0.008009,0.900268,-1718.594971,1259.480347,-816.008240,-1813.330566,1286.724609,-949.700134,-1728.224976,1281.562988,-720.184326,-1614.229492,1210.153687,-778.140076,-1814.037598,1287.075073,-949.864990,-1728.111938,1281.353027,-721.030762,-1613.506592,1209.979248,-776.930054,44.965691,731.025330,2192.309570,124.060745,729.531677,2125.326904,145.095306,731.206909,2227.708496,267.979797,634.273193,2152.029541,,,,2846.728516,98.784569,-2379.492676,,,,,,,,,,2723.758057,318.439728,-2049.254883,-1660.752197,1383.731445,-688.694031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.200000,-0.436373,-0.001663,0.899764,-0.000451,104.567085,730.602112,2181.642822,46.091846,731.087463,2192.196533,123.772026,729.534973,2126.517578,143.837418,731.183838,2226.214111,0.004538,0.435260,-0.007966,0.900258,-1718.597412,1259.481934,-815.995789,-1813.347778,1286.649536,-949.692749,-1728.228271,1281.598022,-720.179749,-1614.216064,1210.198364,-778.114868,-1814.041626,1286.998413,-949.824829,-1728.132812,1281.391479,-721.057556,-1613.507324,1210.025513,-776.942444,44.927624,731.095642,2192.323730,124.064377,729.512939,2125.347168,145.124786,731.203796,2227.729248,267.968414,634.287292,2151.984619,,,,2840.399902,104.366219,-2381.096924,,,,,,,,,,2731.034668,322.995178,-2062.473633,-1660.749634,1383.694214,-688.761841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.208333,-0.436291,-0.001689,0.899804,-0.000605,104.582893,730.609863,2181.651367,46.109402,731.078613,2192.215576,123.778221,729.543762,2126.522705,143.861084,731.207275,2226.215576,0.004739,0.435207,-0.007890,0.900284,-1718.610107,1259.463501,-815.992554,-1813.343262,1286.691895,-949.689392,-1728.251831,1281.539062,-720.168152,-1614.235229,1210.160034,-778.119934,-1814.048462,1287.041992,-949.848145,-1728.139282,1281.327515,-721.025146,-1613.515625,1209.987061,-776.911926,44.928211,731.086609,2192.343994,124.074982,729.521973,2125.371338,145.144333,731.227295,2227.699707,267.952423,634.278076,2152.012207,,,,2834.046387,109.582123,-2382.789551,,,,,,,,,,2739.326172,325.689758,-2075.810791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.216667,-0.436227,-0.001402,0.899835,-0.000841,104.587158,730.592346,2181.639160,46.115093,731.058533,2192.211426,123.774887,729.489685,2126.508545,143.871536,731.228821,2226.197510,0.004755,0.435231,-0.007847,0.900272,-1718.621338,1259.491455,-816.012085,-1813.363281,1286.722656,-949.702026,-1728.259277,1281.560059,-720.185730,-1614.241333,1210.192017,-778.148376,-1814.059082,1287.066895,-949.865967,-1728.131226,1281.342163,-721.031433,-1613.535645,1210.028687,-776.928101,44.939800,731.066223,2192.332764,124.064278,729.467712,2125.385254,145.147339,731.249756,2227.655762,268.027130,634.263245,2151.968750,,,,2834.774658,109.020126,-2382.755615,,,,,,,,,,2748.593262,326.790344,-2089.278809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.225000,-0.436449,-0.001434,0.899728,-0.000842,104.589615,730.578247,2181.670898,46.112305,731.042175,2192.214355,123.804504,729.479248,2126.549805,143.852051,731.213318,2226.248535,0.004722,0.435236,-0.007846,0.900270,-1718.611938,1259.506226,-816.022400,-1813.356079,1286.726929,-949.712952,-1728.249512,1281.579956,-720.197205,-1614.229980,1210.212036,-778.156860,-1814.040527,1287.064209,-949.881836,-1728.102661,1281.354126,-721.030579,-1613.541504,1210.061279,-776.917236,44.957203,731.049744,2192.337158,124.093254,729.457520,2125.435303,145.084961,731.233582,2227.667236,268.030823,634.201233,2152.020996,,,,2835.227783,108.967758,-2382.847168,,,,,,,,,,2756.641113,328.958282,-2103.652588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.233333,-0.436563,-0.000915,0.899673,-0.000840,104.586830,730.587463,2181.689209,46.107075,731.087830,2192.217285,123.815224,729.428406,2126.573975,143.838226,731.246216,2226.276367,0.004670,0.435293,-0.008137,0.900240,-1718.589233,1259.467407,-815.981934,-1813.338135,1286.687256,-949.669189,-1728.203369,1281.578735,-720.163086,-1614.225708,1210.136353,-778.113342,-1814.042969,1287.035645,-949.838562,-1728.081421,1281.364746,-721.002869,-1613.507324,1209.966797,-776.890869,44.940109,731.096191,2192.342041,124.107430,729.404907,2125.428711,145.117020,731.268372,2227.762939,268.021027,634.193237,2152.018799,,,,2835.187988,109.444939,-2383.075195,,,,,,,,,,2766.768066,328.372375,-2117.520508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.241667,-0.436584,-0.000980,0.899662,-0.000784,104.583931,730.579834,2181.684326,46.103729,731.081055,2192.209717,123.814865,729.429077,2126.569824,143.833252,731.229370,2226.273193,0.004655,0.435297,-0.007738,0.900241,-1718.601196,1259.475098,-815.999512,-1813.370361,1286.668457,-949.677856,-1728.231445,1281.548950,-720.173584,-1614.201782,1210.208252,-778.146851,-1814.035400,1286.997681,-949.831360,-1728.099976,1281.332520,-720.999695,-1613.534180,1210.058594,-776.968018,44.954201,731.089294,2192.327881,124.096985,729.405457,2125.406982,145.154816,731.252441,2227.834717,268.041107,634.294617,2152.013428,,,,2835.909912,109.255714,-2383.202881,,,,,,,,,,2774.506348,329.322388,-2132.682861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.250000,-0.436761,-0.001204,0.899577,-0.000846,104.585655,730.589539,2181.693115,46.101173,731.069153,2192.195557,123.838547,729.463867,2126.585693,143.817276,731.235474,2226.297607,0.004628,0.435267,-0.007696,0.900257,-1718.600708,1259.469849,-816.003235,-1813.363403,1286.651978,-949.688477,-1728.239624,1281.544067,-720.178345,-1614.198975,1210.213867,-778.142822,-1814.036743,1286.986328,-949.838745,-1728.114258,1281.328247,-721.020325,-1613.520752,1210.058960,-776.961914,44.966198,731.077026,2192.320801,124.125404,729.440613,2125.419434,145.065826,731.257385,2227.788330,268.000519,634.377197,2151.971191,,,,2848.080078,99.970070,-2380.781250,,,,,,,,,,2784.071777,327.778168,-2147.059082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.258333,-0.436591,-0.001451,0.899659,-0.000769,104.582626,730.592163,2181.685059,46.102070,731.061890,2192.209961,123.814835,729.496155,2126.569824,143.831009,731.218506,2226.275146,0.004688,0.435229,-0.007905,0.900273,-1718.597046,1259.450317,-816.009338,-1813.337280,1286.663086,-949.704224,-1728.234131,1281.535767,-720.186829,-1614.219482,1210.152344,-778.136841,-1814.046509,1287.014404,-949.868408,-1728.125244,1281.328003,-721.032227,-1613.492676,1209.975708,-776.929688,44.973743,731.069519,2192.335205,124.100548,729.473755,2125.414795,145.058167,731.239258,2227.736084,268.075562,634.278015,2152.040283,,,,2848.837891,99.960709,-2380.846191,,,,,,,,,,2793.623291,325.108887,-2161.479736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.266667,-0.436507,-0.001867,0.899699,-0.000718,104.564507,730.622742,2181.666260,46.085789,731.068237,2192.202637,123.786674,729.575745,2126.546631,143.821060,731.224304,2226.249756,0.005139,0.435220,-0.007894,0.900275,-1718.617554,1259.537231,-816.011108,-1813.344238,1286.895020,-949.686035,-1728.249023,1281.547485,-720.170715,-1614.259277,1210.169434,-778.176453,-1814.067139,1287.253662,-949.853271,-1728.145020,1281.341797,-721.022705,-1613.514038,1209.984009,-776.954651,44.977940,731.075378,2192.328857,124.068741,729.554077,2125.375488,145.029510,731.244446,2227.713623,268.107697,634.239197,2151.997314,,,,2849.339600,100.163460,-2380.878418,,,,,,,,,,2807.723145,316.668915,-2174.421631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.275000,-0.436355,-0.001924,0.899772,-0.000646,104.556526,730.602295,2181.664551,46.081417,731.050659,2192.220459,123.759987,729.562866,2126.538086,143.828217,731.193420,2226.234619,0.004612,0.435292,-0.007934,0.900243,-1718.608398,1259.496216,-816.019165,-1813.367798,1286.686279,-949.705017,-1728.232422,1281.596802,-720.198792,-1614.224731,1210.205933,-778.153564,-1814.053833,1287.028198,-949.851685,-1728.123291,1281.387573,-721.050354,-1613.527344,1210.039673,-776.978333,44.939648,731.057861,2192.336670,124.037315,729.541748,2125.383301,145.153915,731.214355,2227.798828,268.101074,634.216309,2152.028564,,,,2849.662598,100.468361,-2381.018311,,,,,,,,,,2812.225586,318.249969,-2190.636230,,,,-1660.762695,1383.806274,-688.539734,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0.283333,-0.436406,-0.001922,0.899748,-0.000597,104.561012,730.617920,2181.676270,46.084755,731.071167,2192.225830,123.770615,729.578918,2126.552002,143.827713,731.203735,2226.250977,0.004815,0.435242,-0.007956,0.900265,-1718.600342,1259.472168,-816.029602,-1813.338989,1286.728638,-949.716736,-1728.230347,1281.541870,-720.202759,-1614.231567,1210.146240,-778.169189,-1814.038818,1287.072510,-949.896118,-1728.108276,1281.334229,-721.007874,-1613.517578,1209.976562,-776.957825,44.989040,731.078247,2192.340088,124.037819,729.557922,2125.405518,145.089661,731.224121,2227.769531,268.023712,634.294373,2151.978516,,,,2849.745850,100.899078,-2381.263672,,,,,,,,,,2822.140137,312.841278,-2205.329102,,,,-1660.747803,1383.753662,-688.611328,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.291667,-0.436619,-0.001718,0.899645,-0.000809,104.596268,730.594421,2181.643311,46.114929,731.041565,2192.164795,123.832176,729.528870,2126.528809,143.841736,731.212708,2226.236084,0.005185,0.435270,-0.007947,0.900250,-1718.614990,1259.547729,-816.012939,-1813.352661,1286.923706,-949.676208,-1728.232788,1281.555542,-720.170593,-1614.259155,1210.164185,-778.191833,-1814.080444,1287.282471,-949.858276,-1728.113281,1281.343750,-721.011169,-1613.511353,1209.982788,-776.939575,45.010925,731.048462,2192.274170,124.098793,729.507874,2125.415039,145.108566,731.233704,2227.730469,268.054718,634.342590,2152.020996,,,,2843.010254,107.020126,-2383.062500,,,,,,,,,,2836.678955,301.447937,-2218.681396,,,,-1660.734375,1383.706421,-688.675781,2877.182373,153.238068,-2283.347656,,,,,,,,,,,,,,,,,,,,,,,,
36,0.300000,-0.436659,-0.001735,0.899625,-0.000347,104.598022,730.598206,2181.687012,46.116108,731.088623,2192.203857,123.837959,729.540833,2126.573730,143.840042,731.165161,2226.283691,0.004703,0.435302,-0.008132,0.900235,-1718.598633,1259.428467,-815.996582,-1813.349731,1286.658813,-949.680298,-1728.210571,1281.534058,-720.176147,-1614.235352,1210.092896,-778.133179,-1814.058960,1287.011597,-949.839233,-1728.101807,1281.324097,-721.033875,-1613.508789,1209.916748,-776.923645,44.964542,731.096680,2192.317383,124.117638,729.519775,2125.444336,145.158997,731.184753,2227.815430,268.131744,634.281006,2152.014160,,,,2837.890869,111.357483,-2384.350342,,,,,,,,,,2847.754395,293.329620,-2233.007568,,,,-1660.722412,1383.663940,-688.733765,2890.567383,147.779968,-2302.082764,,,,,,,,,,,,,,,,,,,,,,,,
37,0.308333,-0.436535,-0.001229,0.899686,-0.000547,104.599945,730.589050,2181.679688,46.120987,731.095642,2192.211914,123.824600,729.470276,2126.562256,143.854294,731.201233,2226.264893,0.004627,0.435211,-0.007954,0.900281,-1718.604614,1259.491211,-816.010864,-1813.338745,1286.687012,-949.713562,-1728.244629,1281.591553,-720.192078,-1614.230103,1210.195435,-778.126831,-1814.036987,1287.034668,-949.865784,-1728.144653,1281.388550,-721.037476,-1613.513428,1210.019531,-776.946106,44.986038,731.104126,2192.343018,124.116257,729.446899,2125.378906,145.078598,731.221802,2227.737305,268.074951,634.245544,2152.015381,,,,2837.909180,111.496803,-2384.635254,,,,,,,,,,2851.808594,292.033936,-2250.979004,,,,,,,2902.487061,143.027985,-2321.320068,,,,,,,,,,,,,,,,,,,,,,,,
38,0.316667,-0.436399,-0.001561,0.899752,-0.000466,104.581566,730.611816,2181.657715,46.105728,731.102905,2192.208008,123.789680,729.532654,2126.533691,143.849335,731.199890,2226.231445,0.004613,0.435215,-0.007878,0.900280,-1718.607666,1259.466187,-815.998718,-1813.346924,1286.653442,-949.699524,-1728.250244,1281.561157,-720.178955,-1614.225586,1210.184326,-778.117615,-1814.038330,1286.996460,-949.855835,-1728.135132,1281.349976,-721.024292,-1613.522949,1210.017700,-776.927856,44.995438,731.110657,2192.321777,124.061157,729.511536,2125.426270,145.089340,731.219238,2227.684082,268.061066,634.260193,2152.004150,,,,2838.065430,111.828499,-2384.838135,,,,,,,,,,2861.394287,284.116150,-2267.038574,,,,,,,2920.951172,132.622437,-2340.215332,,,,,,,,,,,,,,,,,,,,,,,,
39,0.325000,-0.436480,-0.001085,0.899713,-0.000379,104.571457,730.591003,2181.681396,46.094028,731.123779,2192.220703,123.788803,729.457886,2126.561523,143.831573,731.191345,2226.261719,0.004768,0.435176,-0.007953,0.900298,-1718.596802,1259.444336,-815.988953,-1813.316895,1286.685425,-949.692383,-1728.241943,1281.521606,-720.165283,-1614.231323,1210.126221,-778.109070,-1814.027588,1287.036011,-949.866455,-1728.125610,1281.312500,-720.996033,-1613.503784,1209.951172,-776.889038,44.951790,731.132690,2192.344727,124.075600,729.435059,2125.423096,145.074524,731.211182,2227.718506,268.076538,634.256714,2152.010742,,,,2838.195801,112.126106,-2385.041260,,,,,,,,,,2870.745361,275.895264,-2283.463135,,,,,,,2937.568848,123.257446,-2357.221191,,,,,,,,,,,,,,,,,,,,,,,,
40,0.333333,-0.436443,-0.001656,0.899731,-0.000439,104.561653,730.614258,2181.667236,46.084793,731.101257,2192.211914,123.775162,729.546570,2126.544922,143.825058,731.194946,2226.244873,0.004726,0.435212,-0.007762,0.900282,-1718.609863,1259.467285,-816.004517,-1813.350952,1286.684692,-949.697937,-1728.255737,1281.531982,-720.178101,-1614.222656,1210.185425,-778.137451,-1814.047119,1287.030029,-949.856567,-1728.135742,1281.317261,-721.029968,-1613.515503,1210.018921,-776.931274,44.924145,731.109497,2192.336670,124.065926,729.525146,2125.409424,145.086533,731.214172,2227.707520,267.990326,634.309631,2151.976074,,,,2838.388916,112.497742,-2385.126953,,,,,,,,,,2880.263916,266.701080,-2300.162109,,,,,,,2952.524902,114.828949,-2372.526367,,,,,,,,,,,,,,,,,,,,,,,,
41,0.341667,-0.436319,-0.001181,0.899791,-0.000438,104.582962,730.597595,2181.667236,46.109215,731.117981,2192.227539,123.780785,729.474854,2126.540771,143.858932,731.200012,2226.233398,0.004609,0.435215,-0.007981,0.900279,-1718.597534,1259.478149,-816.005310,-1813.332031,1286.669434,-949.708618,-1728.236084,1281.584106,-720.187683,-1614.224365,1210.181030,-778.119446,-1814.042114,1287.024780,-949.854126,-1728.143799,1281.381348,-721.054810,-1613.492310,1209.998901,-776.928711,44.956211,731.126587,2192.346436,124.062820,729.452087,2125.391602,145.175537,731.221069,2227.774658,268.096405,634.193787,2152.063965,,,,2838.814209,112.434792,-2385.237549,,,,,,,,,,2890.381836,255.815857,-2317.064941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.350000,-0.436225,-0.001906,0.899836,-0.000531,104.550056,730.608398,2181.657959,46.078110,731.068970,2192.231201,123.737289,729.568359,2126.526123,143.834808,731.187805,2226.216797,0.004549,0.435208,-0.007881,0.900284,-1718.597290,1259.450073,-815.992310,-1813.335938,1286.616577,-949.697876,-1728.242676,1281.555908,-720.175293,-1614.213257,1210.178101,-778.103638,-1814.037354,1286.966187,-949.847046,-1728.128906,1281.340088,-721.050659,-1613.500366,1210.009155,-776.896790,44.928818,731.076538,2192.352051,124.020744,729.547302,2125.379639,145.125259,731.207642,2227.727295,267.952301,634.327759,2151.952881,,,,2839.013916,112.537010,-2385.403076,,,,,,,,,,2902.890625,242.519699,-2334.016357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0.358333,-0.435666,-0.002322,0.900105,-0.001343,104.555176,730.565918,2181.784912,46.095615,730.919434,2192.430176,123.675987,729.562927,2126.629150,143.893951,731.215332,2226.294922,0.004537,0.435224,-0.008194,0.900274,-1718.591553,1259.461914,-815.986877,-1813.320679,1286.641602,-949.696472,-1728.220703,1281.601074,-720.175964,-1614.233276,1210.143311,-778.088074,-1814.031006,1286.999023,-949.832153,-1728.135986,1281.399902,-721.055603,-1613.500366,1209.959351,-776.905029,44.889957,730.925537,2192.585693,123.998589,729.540771,2125.391357,145.118484,731.236816,2227.750488,268.032227,634.175842,2152.034180,,,,2840.860107,111.140923,-2385.168213,,,,,,,,,,2908.404297,232.862228,-2350.116943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0.366667,-0.436170,-0.001691,0.899863,-0.000563,104.578911,730.592590,2181.648438,46.108315,731.065186,2192.228516,123.759239,729.527222,2126.514648,143.869217,731.185364,2226.202148,0.004515,0.435245,-0.008271,0.900263,-1718.588379,1259.446289,-815.985779,-1813.320557,1286.623047,-949.693787,-1728.210205,1281.596802,-720.176819,-1614.234131,1210.119263,-778.086731,-1814.046143,1286.986328,-949.842407,-1728.116699,1281.389771,-721.061768,-1613.485718,1209.932861,-776.869995,44.964848,731.073059,2192.356689,124.047050,729.505066,2125.335693,145.135254,731.205811,2227.712402,267.835907,634.251892,2151.955811,,,,2840.167969,112.425003,-2385.554443,,,,,,,,,,2898.427002,228.315979,-2366.567383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0.375000,-0.436408,-0.001690,0.899747,0.000093,104.540543,730.633728,2181.621338,46.064972,731.169434,2192.170898,123.748711,729.577148,2126.497070,143.807983,731.154541,2226.196045,0.004573,0.435298,-0.007803,0.900241,-1718.590820,1259.471069,-816.006348,-1813.359253,1286.641479,-949.689941,-1728.219604,1281.564819,-720.184937,-1614.193481,1210.207275,-778.144104,-1814.033447,1286.979248,-949.823669,-1728.113159,1281.355713,-721.044922,-1613.510254,1210.045288,-776.988037,44.895771,731.178711,2192.294434,124.039848,729.556091,2125.365479,145.077362,731.171814,2227.658691,267.895020,634.255371,2151.976807,,,,2840.031738,112.925102,-2385.614258,,,,,,,,,,2897.030762,245.106873,-2395.077393,,,,,,,,,,-1660.748901,1383.789062,-688.528687,,,,,,,,,,,,,,,,,,,,,
46,0.383333,-0.436211,-0.001587,0.899843,-0.000198,104.539963,730.635742,2181.614258,46.068771,731.150696,2192.188965,123.724487,729.563293,2126.481689,143.826660,731.193298,2226.171387,0.004622,0.435235,-0.007870,0.900271,-1718.596680,1259.479004,-816.004028,-1813.341797,1286.668823,-949.700134,-1728.235352,1281.571655,-720.183289,-1614.212769,1210.197021,-778.128479,-1814.036011,1287.012573,-949.860840,-1728.111206,1281.355103,-721.031067,-1613.508667,1210.033203,-776.917908,44.929787,731.159119,2192.303223,124.001144,729.542419,2125.380127,145.091782,731.211670,2227.626465,267.869781,634.268250,2151.933350,,,,2840.010010,113.228004,-2385.794189,,,,,,,,,,2890.293213,243.470978,-2408.122559,,,,,,,,,,-1660.747803,1383.733276,-688.622314,,,,,,,,,,,,,,,,,,,,,
