Format Version,1.25,Take Name,Take 2026-08-14 08.59.11 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-08-14 08.59.11.625 AM,Capture Start Frame,151764,Total Frames in Take,150,Total Exported Frames,150,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
35,0.291667,-0.001132,-0.000147,0.000171,0.999999,263.937866,26.464012,766.201172,291.840881,25.947140,818.661865,295.348389,27.617228,716.999329,204.624435,25.827665,762.942200,291.894287,25.947618,818.671021,295.338654,27.616652,717.027710,204.580688,25.827772,762.903809,230.354797,713.093262,688.651672,3619.749023,70.397163,-2987.666748,,,,,,,,,,2265.964355,1411.098511,-1884.574219,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.300000,-0.001057,-0.000167,0.000194,0.999999,263.970856,26.531311,766.225891,291.871735,26.007917,818.687683,295.383331,27.693321,717.025513,204.657578,25.892693,762.964294,291.944733,26.008627,818.696350,295.356842,27.692219,717.074829,204.611435,25.893106,762.905457,230.353485,713.102783,688.675110,3620.241699,69.989464,-2987.563477,,,,,,,,,,2265.963623,1411.105957,-1884.468750,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.308333,-0.000662,0.000116,-0.000693,1.000000,263.980682,26.581406,766.257690,291.910156,25.967051,818.703308,295.367493,27.726530,717.040527,204.664551,26.050632,763.029175,291.936005,25.967869,818.669250,295.352753,27.725418,717.097412,204.653336,26.050903,763.007568,230.364182,713.103210,688.654480,3619.744385,70.468346,-2987.682617,,,,,,,,,,2265.963135,1411.112671,-1884.373901,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.316667,-0.000798,-0.000046,0.000011,1.000000,263.972809,26.504782,766.240234,291.886230,25.943998,818.694946,295.373810,27.680761,717.032837,204.658524,25.889584,762.992737,291.943451,25.944914,818.679260,295.339996,27.679247,717.101013,204.634613,25.890156,762.941467,230.369202,713.078369,688.642334,3619.625244,70.559784,-2987.616943,,,,,,,,,,2265.962646,1411.118652,-1884.288452,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.325000,-0.001253,0.000032,-0.000165,0.999999,264.006378,26.449972,766.220093,291.927765,25.927057,818.670959,295.400085,27.570135,717.006775,204.691360,25.852722,762.982361,291.970886,25.927116,818.697510,295.381927,27.569769,717.016907,204.666962,25.853039,762.945679,230.370605,713.090271,688.685547,3619.843018,70.334686,-2987.605713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.333333,-0.000333,-0.000286,0.000692,1.000000,263.977814,26.438433,766.219666,291.866913,25.866894,818.687195,295.400696,27.702988,717.028503,204.665985,25.745415,762.943237,291.912994,25.867937,818.660767,295.378540,27.701574,717.094360,204.641769,25.745764,762.905151,230.348648,713.036865,688.681458,3619.835205,70.308296,-2987.628662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.341667,-0.000344,-0.000038,0.000369,1.000000,263.981354,26.430193,766.253723,291.896057,25.841768,818.707397,295.380615,27.673340,717.046936,204.667450,25.775473,763.006714,291.910278,25.842234,818.690613,295.363861,27.672541,717.080688,204.669601,25.775791,762.990356,230.319305,712.970520,688.707336,3620.272461,69.959808,-2987.591064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.350000,-0.000108,0.000236,-0.000228,1.000000,264.001434,26.435286,766.311218,291.944061,25.788738,818.749451,295.375275,27.664181,717.087891,204.685028,25.852938,763.096252,291.922028,25.789499,818.693604,295.369629,27.663351,717.130310,204.711960,25.853018,763.108582,230.318954,712.994995,688.772644,3620.232666,69.982399,-2987.598633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0.358333,0.000442,0.000122,-0.000245,1.000000,264.023499,26.481426,766.315491,291.954163,25.776327,818.759338,295.408630,27.763353,717.100708,204.707825,25.904596,763.086426,291.920380,25.776695,818.720642,295.408813,27.763062,717.116516,204.740921,25.904531,763.108459,230.320389,712.987610,688.817200,3620.434082,69.814377,-2987.504883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0.366667,-0.000484,0.000005,0.000087,1.000000,263.995148,26.398958,766.223755,291.913971,25.809458,818.675293,295.390961,27.610647,717.013977,204.680618,25.776770,762.981812,291.913544,25.809259,818.687561,295.398804,27.611004,716.997864,204.673187,25.776613,762.985535,230.348862,713.001953,688.783569,3619.990234,70.239853,-2987.566650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0.375000,-0.000412,0.000191,-0.000507,1.000000,263.972076,26.497353,766.268188,291.909698,25.867071,818.709229,295.350983,27.678829,717.046875,204.655640,25.946157,763.048340,291.886993,25.867380,818.677917,295.341644,27.678368,717.067627,204.687576,25.946316,763.058533,230.314301,713.051819,688.728088,3620.087402,70.100685,-2987.605713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0.383333,0.000253,-0.000050,0.000175,1.000000,263.945374,26.530500,766.233032,291.858521,25.868629,818.686707,295.346375,27.820269,717.028564,204.631317,25.902603,762.983765,291.894897,25.869930,818.639709,295.308899,27.818182,717.117371,204.631210,25.903305,762.945618,230.297791,713.079834,688.681946,3619.816162,70.376320,-2987.618408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,0.391667,-0.000089,-0.000122,0.000437,1.000000,263.945282,26.527658,766.192078,291.851227,25.916304,818.650269,295.352692,27.800159,716.991272,204.632034,25.866510,762.934692,291.891510,25.917421,818.615906,295.308350,27.798126,717.073486,204.634445,25.867344,762.889893,230.317398,713.111816,688.659912,3619.857422,70.268219,-2987.553955,,,,,,,,,,,,,2265.972900,1411.154053,-1884.629028,,,,,,,,,,,,,,,,,,,,,,,,
48,0.400000,-0.000071,-0.000301,0.000477,1.000000,263.967804,26.494709,766.192017,291.854980,25.883617,818.660156,295.392761,27.771547,717.002441,204.655777,25.828962,762.913330,291.897705,25.885033,818.610962,295.366333,27.769615,717.091125,204.639145,25.829422,762.876770,230.322144,713.102722,688.702087,3620.194824,69.992622,-2987.557129,,,,,,,,,,,,,2265.982178,1411.192261,-1884.526367,,,,,,,,,,,,,,,,,,,,,,,,
49,0.408333,-0.000570,0.000157,-0.000858,0.999999,263.981659,26.461338,766.218201,291.915253,25.828108,818.661316,295.364777,27.605242,716.998657,204.665100,25.950665,762.994446,291.895294,25.828529,818.625610,295.387604,27.605259,717.008911,204.661804,25.950230,763.019470,230.361328,713.063660,688.729309,3620.094238,70.116348,-2987.547119,,,,,,,,,,,,,2265.990479,1411.226807,-1884.433960,,,,,,,,,,,,,,,,,,,,,,,,
50,0.416667,-0.000626,0.000111,-0.000848,1.000000,263.990112,26.434097,766.253784,291.918823,25.807285,818.699585,295.377747,27.573139,717.037048,204.673843,25.921865,763.024597,291.858124,25.807262,818.667053,295.434692,27.574278,717.002197,204.677429,25.920753,763.091919,230.332047,712.984558,688.781250,3619.855713,70.367432,-2987.572510,,,,,,,,,,,,,2265.997803,1411.257568,-1884.350952,,,,,,,,,,,,,,,,,,,,,,,,
51,0.425000,-0.000335,-0.000343,0.000095,1.000000,263.970551,26.374670,766.233582,291.852936,25.770020,818.704285,295.400543,27.601480,717.045959,204.658295,25.752508,762.950317,291.833191,25.770306,818.675415,295.433044,27.601883,717.045166,204.645401,25.751820,762.980042,230.359634,712.968201,688.779236,3619.841309,70.382523,-2987.590088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,0.433333,0.000275,-0.000083,0.000031,1.000000,263.964478,26.469830,766.304871,291.873962,25.797594,818.760315,295.369110,27.752661,717.102478,204.650467,25.859238,763.051575,291.814392,25.798338,818.684509,295.427429,27.753225,717.108093,204.649658,25.857941,763.119934,230.344254,712.939270,688.796448,3619.897705,70.266426,-2987.550293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0.441667,0.000753,0.000024,-0.000151,1.000000,263.963593,26.474308,766.305603,291.884125,25.741837,818.754456,295.358063,27.792753,717.097778,204.648651,25.888334,763.064575,291.826660,25.742645,818.681213,295.383606,27.792637,717.118103,204.678116,25.887669,763.114685,230.367249,712.980408,688.826172,3620.003174,70.153557,-2987.605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,0.450000,-0.000229,-0.000144,0.000226,1.000000,263.981659,26.435720,766.248169,291.884979,25.827246,818.707703,295.391815,27.681265,717.048340,204.668289,25.798649,762.988281,291.862579,25.826801,818.719116,295.414978,27.682182,717.011475,204.667786,25.798195,763.013062,230.335770,713.010681,688.751343,3620.058350,70.112793,-2987.541504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0.458333,-0.000426,-0.000216,0.000266,1.000000,263.956512,26.455881,766.254211,291.852417,25.870314,818.717957,295.373596,27.684546,717.058350,204.643646,25.812782,762.986145,291.865723,25.870722,818.703857,295.376770,27.684229,717.078491,204.627136,25.812691,762.980042,230.316254,713.027954,688.715942,3620.119385,70.095001,-2987.548340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0.466667,0.000128,-0.000281,0.000133,1.000000,263.943726,26.497911,766.249695,291.832581,25.846794,818.716492,295.367584,27.772722,717.059448,204.631134,25.874216,762.973145,291.842072,25.847506,818.683472,295.389709,27.772497,717.085693,204.599503,25.873732,762.979736,230.293549,713.090149,688.713318,3619.936279,70.356224,-2987.569580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,0.475000,0.000241,-0.000151,0.000662,1.000000,263.899780,26.465918,766.207703,291.803009,25.832409,818.666992,295.309387,27.785063,717.009460,204.587006,25.780277,762.946472,291.822937,25.832624,818.668884,295.277588,27.784168,717.036194,204.598236,25.780943,762.918030,230.301422,713.047119,688.702026,3620.275146,69.986763,-2987.457275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0.483333,-0.000228,-0.000114,0.000331,1.000000,263.910889,26.455275,766.275757,291.817596,25.852543,818.733582,295.317749,27.707443,717.074036,204.597443,25.805836,763.019531,291.840149,25.853128,818.716003,295.291962,27.706327,717.118591,204.600113,25.806335,762.993713,230.297180,712.996155,688.722717,3620.108154,70.131691,-2987.540283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,0.491667,-0.000084,-0.000200,0.000545,1.000000,263.958435,26.422499,766.275696,291.856293,25.816631,818.738159,295.373260,27.702337,717.079773,204.645828,25.748529,763.009033,291.871552,25.816710,818.744324,295.394409,27.702730,717.072754,204.608780,25.748045,763.010132,230.304260,712.962402,688.751343,3620.283447,70.083290,-2987.497803,,,,,,,,,,,,,,,,2265.989990,1411.120972,-1884.634399,,,,,,,,,,,,,,,,,,,,,
60,0.500000,-0.000141,-0.000256,0.000745,1.000000,263.953430,26.407215,766.283020,291.845642,25.818455,818.748718,295.373230,27.694027,717.090515,204.641464,25.709166,763.009766,291.852814,25.818300,818.762451,295.385651,27.694458,717.075317,204.621796,25.708885,763.011169,230.308899,712.966919,688.787720,3620.302979,70.014351,-2987.446045,,,,,,,,,,,,,,,,2266.001953,1411.128052,-1884.512817,,,,,,,,,,,,,,,,,,,,,
61,0.508333,-0.000088,-0.000255,0.000929,1.000000,263.955780,26.376410,766.287292,291.848358,25.792404,818.752808,295.375000,27.679964,717.094788,204.644073,25.656858,763.014099,291.863892,25.792498,818.759033,295.379517,27.680004,717.096069,204.623810,25.656723,763.006592,230.314240,712.965271,688.828064,3620.622070,69.692123,-2987.373047,,,,,,,,,,,,,,,,2266.012695,1411.134399,-1884.403320,,,,,,,,,,,,,,,,,,,,,
62,0.516667,0.000095,-0.000338,0.001410,0.999999,263.971802,26.389681,766.328735,291.856232,25.813316,818.798706,295.397949,27.741444,717.141968,204.661377,25.614283,763.045410,291.885315,25.813890,818.790039,295.386322,27.740692,717.174194,204.643753,25.614456,763.022095,230.331894,712.952942,688.818176,3620.397705,69.998459,-2987.490723,,,,,,,,,,,,,,,,2266.022461,1411.140015,-1884.304932,,,,,,,,,,,,,,,,,,,,,
63,0.525000,-0.000046,-0.000147,0.001036,1.000000,263.975586,26.400217,766.357483,291.879608,25.817705,818.816956,295.383942,27.714607,717.158325,204.663330,25.668341,763.097046,291.903473,25.818449,818.793579,295.342499,27.712965,717.217773,204.679398,25.669182,763.062927,230.359482,712.944214,688.806396,3620.061523,70.411232,-2987.567139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0.533333,-0.000034,-0.000189,0.000550,1.000000,264.000977,26.371674,766.355591,291.899994,25.760754,818.817383,295.414703,27.656736,717.159119,204.688309,25.697529,763.090149,291.911438,25.761623,818.777283,295.373840,27.654987,717.226990,204.716187,25.698345,763.064697,230.374619,712.934387,688.856628,3620.304688,70.241608,-2987.589600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0.541667,0.000199,-0.000169,0.000281,1.000000,264.014465,26.384069,766.345703,291.915253,25.733812,818.806030,295.426910,27.675106,717.148560,204.701309,25.743286,763.082336,291.902344,25.734865,818.741272,295.426849,27.674103,717.202332,204.713654,25.743254,763.092285,230.353516,712.926453,688.828613,3620.055176,70.521706,-2987.605469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0.550000,0.000045,-0.000149,0.000511,1.000000,263.996552,26.432837,766.359436,291.899811,25.811501,818.818848,295.406372,27.723171,717.160583,204.683563,25.763838,763.098694,291.909882,25.812492,818.772034,295.385834,27.721766,717.223083,204.693329,25.764210,763.084473,230.340607,712.941162,688.802063,3619.978027,70.657166,-2987.655029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,0.558333,0.000038,0.000034,0.000674,1.000000,263.983398,26.424982,766.351807,291.906006,25.813490,818.801025,295.374847,27.724922,717.141479,204.669449,25.736530,763.112793,291.920624,25.814451,818.759033,295.354736,27.723558,717.202026,204.674362,25.736902,763.095825,230.323334,712.932068,688.749939,3619.793945,70.855370,-2987.728271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0.566667,-0.000744,0.000236,0.000386,1.000000,263.982208,26.402010,766.335999,291.925568,25.856525,818.774963,295.354584,27.606861,717.111084,204.666565,25.742641,763.121887,291.947205,25.856703,818.780518,295.306793,27.605724,717.143616,204.691635,25.743584,763.084167,230.308640,712.945374,688.722168,3619.870605,70.745033,-2987.684082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0.575000,-0.000241,0.000036,0.000482,1.000000,263.985748,26.469213,766.321228,291.908356,25.876326,818.770691,295.377472,27.729614,717.110046,204.671539,25.801699,763.082886,291.934326,25.876913,818.755188,295.330872,27.728062,717.165833,204.690521,25.802616,763.044312,230.288071,713.016663,688.686768,3620.185059,70.331688,-2987.581299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0.583333,0.000539,0.000050,0.000273,1.000000,263.972687,26.572243,766.330261,291.896454,25.885780,818.777954,295.363617,27.896311,717.120239,204.658127,25.934637,763.092407,291.918701,25.888075,818.672241,295.306213,27.892750,717.269653,204.689026,25.935692,763.056946,230.292358,713.085999,688.685730,3619.878174,70.647247,-2987.659424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,0.591667,0.000293,0.000052,0.000202,1.000000,263.984131,26.597172,766.276611,291.908081,25.932671,818.724487,295.375000,27.892508,717.065735,204.669464,25.966337,763.039429,291.936462,25.934647,818.637512,295.334564,27.889671,717.190796,204.679596,25.967064,763.007202,230.300613,713.150452,688.658630,3620.303955,70.200111,-2987.520264,,,,,,,,,,,,,,,,,,,2265.931396,1411.137939,-1884.616211,,,,,,,,,,,,,,,,,,
72,0.600000,0.000075,-0.000195,0.000595,1.000000,263.980011,26.585857,766.261108,291.878510,25.966042,818.723083,295.394165,27.884487,717.065186,204.667435,25.907047,762.994873,291.925354,25.967600,818.670715,295.342560,27.881838,717.174072,204.669876,25.908007,762.944031,230.304138,713.165771,688.679443,3620.049561,70.519341,-2987.655273,,,,,,,,,,,,,,,,,,,2265.971680,1411.213501,-1884.501099,,,,,,,,,,,,,,,,,,
73,0.608333,-0.000310,-0.000063,0.000483,1.000000,263.994751,26.510883,766.241211,291.906921,25.925280,818.696350,295.396271,27.764471,717.036072,204.681183,25.842897,762.991089,291.945465,25.925970,818.684326,295.367554,27.763224,717.086426,204.670837,25.843435,762.953613,230.340302,713.079163,688.702698,3620.249756,70.300568,-2987.622314,,,,,,,,,,,,,,,,,,,2266.007812,1411.281616,-1884.397461,,,,,,,,,,,,,,,,,,
74,0.616667,-0.000098,-0.000280,0.000372,1.000000,263.985626,26.504347,766.258118,291.874908,25.890312,818.725098,295.408752,27.771875,717.067200,204.673325,25.850851,762.981995,291.901154,25.891174,818.694824,295.362518,27.770046,717.137634,204.691422,25.851749,762.944458,230.327972,713.076355,688.706726,3620.332031,70.128876,-2987.523926,,,,,,,,,,,,,,,,,,,2266.040771,1411.342773,-1884.304199,,,,,,,,,,,,,,,,,,
75,0.625000,-0.000332,0.000122,-0.000955,1.000000,263.991333,26.525530,766.289246,291.921112,25.861889,818.734070,295.378082,27.686728,717.072449,204.674866,26.027969,763.061096,291.888245,25.862322,818.691711,295.319153,27.685261,717.123352,204.768738,26.029007,763.053345,230.330627,713.008911,688.741394,3620.315674,70.105118,-2987.531738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0.633333,-0.001358,0.000365,-0.001699,0.999998,264.038910,26.436022,766.218323,291.993317,25.838396,818.650757,295.403290,27.449608,716.983948,204.720230,26.020060,763.020020,291.886536,25.836912,818.693054,295.473328,27.452404,716.838196,204.759171,26.018862,763.117249,230.316818,712.962585,688.766541,3619.897461,70.405075,-2987.649170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,0.641667,-0.004481,0.000234,-0.002495,0.999987,264.093597,26.211796,766.071655,292.033997,25.897316,818.514099,295.471802,26.867907,716.840088,204.775131,25.870163,762.860718,291.902435,25.894239,818.760925,295.821686,26.875885,716.208862,204.666122,25.867748,763.048523,230.347824,712.984375,688.796021,3619.925537,70.499252,-2987.644531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,0.650000,-0.012284,0.000859,-0.006741,0.999901,264.070862,25.643667,765.947144,292.076630,25.909702,818.354980,295.388641,25.264874,716.674194,204.747437,25.756418,762.812134,291.923187,25.913013,818.803528,295.957367,25.254892,715.375000,204.622284,25.758076,763.012268,230.290543,712.970642,688.811890,3619.919189,70.486626,-2987.676025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,0.658333,-0.016452,0.000596,-0.009011,0.999824,264.064850,25.261900,765.889221,292.044952,25.838568,818.308228,295.405579,24.330196,716.638245,204.744141,25.616926,762.721069,291.886169,25.846437,818.767151,296.038849,24.304640,715.206543,204.613281,25.620928,762.929260,230.318222,712.954468,688.778442,3619.644775,70.736938,-2987.730957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0.666667,-0.016417,0.002066,-0.011364,0.999799,263.954193,25.455526,766.113953,292.086578,25.894032,818.452698,295.149078,24.379675,716.773376,204.627029,26.092871,763.115601,291.817352,25.901096,818.725708,296.080902,24.346781,715.256287,204.512878,26.099323,763.466003,230.278778,712.962402,688.759766,3619.768799,70.591309,-2987.791748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,0.675000,-0.016327,0.001421,-0.008303,0.999831,263.896912,25.273846,765.965637,291.963745,25.875528,818.337952,295.156525,24.398670,716.662109,204.570557,25.547333,762.896729,291.805511,25.881475,818.693787,295.997009,24.373348,715.199768,204.377167,25.552015,763.155090,230.258286,713.013184,688.698914,3620.052490,70.216446,-2987.680176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,0.683333,-0.016300,0.001578,-0.007321,0.999839,263.814880,25.154364,765.943970,291.898499,25.807940,818.306641,295.059143,24.343390,716.629578,204.487030,25.311752,762.895447,291.784821,25.813234,818.650391,296.014008,24.319212,715.160706,204.207596,25.316387,763.154724,230.260040,713.031677,688.741333,3620.004639,70.280518,-2987.686768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,0.691667,-0.017279,0.000968,-0.007925,0.999819,263.770111,25.305153,766.196228,291.790466,26.028608,818.591980,295.073700,24.360064,716.921936,204.446274,25.526775,763.074829,291.670746,26.036211,819.023743,296.020203,24.327457,715.192810,204.206909,25.531719,763.309570,230.253189,713.072021,688.744385,3620.112549,70.101265,-2987.647705,,,,,,,,,,,,,,,,,,,,,,2265.911133,1411.113770,-1884.641479,,,,,,,,,,,,,,,
84,0.700000,-0.015730,0.001009,-0.009780,0.999828,263.788788,25.239109,766.127380,291.810974,25.696339,818.525085,295.089233,24.330276,716.850403,204.466217,25.690701,763.006653,291.598663,25.702911,818.892639,295.970856,24.301188,715.194885,204.331451,25.695555,763.289185,230.275635,713.052002,688.718933,3619.921631,70.385124,-2987.694824,,,,,,,,,,,,,,,,,,,,,,2265.945312,1411.196533,-1884.520386,,,,,,,,,,,,,,,
85,0.708333,-0.014926,0.000550,-0.010436,0.999834,263.758118,25.175461,766.067444,291.730865,25.512564,818.492493,295.104401,24.304605,716.818848,204.439209,25.709209,762.890869,291.467499,25.519012,818.832703,295.957184,24.277872,715.213074,204.350464,25.713722,763.206909,230.256927,713.066528,688.702271,3619.805176,70.393059,-2987.760254,,,,,,,,,,,,,,,,,,,,,,2265.976318,1411.271118,-1884.411499,,,,,,,,,,,,,,,
86,0.716667,-0.014714,0.000105,-0.009363,0.999848,263.693542,25.117136,766.035217,291.620209,25.492783,818.484558,295.084137,24.334538,716.813416,204.376373,25.524084,762.807556,291.387115,25.498137,818.809631,295.990265,24.310194,715.227783,204.246414,25.528461,763.115356,230.256119,713.033630,688.714111,3619.905273,70.307076,-2987.692627,,,,,,,,,,,,,,,,,,,,,,2266.004395,1411.338257,-1884.313354,,,,,,,,,,,,,,,
87,0.725000,-0.014788,0.000262,-0.008445,0.999855,263.670074,25.056974,766.069092,291.614044,25.491373,818.508728,295.045135,24.324669,716.836609,204.351166,25.354877,762.861877,291.405090,25.496351,818.845459,295.985474,24.301043,715.207703,204.195251,25.359062,763.156494,230.279373,713.013428,688.760071,3620.275391,69.941681,-2987.557373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0.733333,-0.014919,0.000502,-0.008203,0.999855,263.669037,25.014112,766.075806,291.638367,25.475410,818.501709,295.020416,24.284063,716.828186,204.348434,25.282854,762.897400,291.425842,25.480196,818.821350,295.992859,24.260292,715.202820,204.187012,25.287199,763.202087,230.315475,713.001404,688.784424,3619.912598,70.334656,-2987.699463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,0.741667,-0.015038,0.000300,-0.008127,0.999854,263.699463,25.020868,766.071289,291.647827,25.499157,818.508240,295.070618,24.283968,716.836365,204.380096,25.279472,762.869202,291.459106,25.503939,818.833740,296.032379,24.260483,715.251831,204.195084,25.283815,763.159424,230.296906,713.000427,688.805115,3620.317871,69.905434,-2987.503174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0.750000,-0.014675,0.000121,-0.007911,0.999861,263.714661,25.073711,766.092590,291.644073,25.526300,818.539856,295.103699,24.386116,716.868408,204.396332,25.308710,762.869507,291.458191,25.530867,818.876892,296.056488,24.364109,715.266907,204.212692,25.312685,763.153992,230.314087,713.041199,688.788208,3620.174805,70.095009,-2987.591309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,0.758333,-0.014337,0.000346,-0.008051,0.999865,263.753204,25.083132,766.083191,291.705811,25.492136,818.518372,295.120392,24.419926,716.844666,204.433517,25.337330,762.886292,291.512695,25.496523,818.851807,296.069611,24.398727,715.243347,204.257782,25.341179,763.175232,230.322067,713.020935,688.782104,3620.151123,70.094986,-2987.671387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,0.766667,-0.014450,0.000253,-0.008158,0.999862,263.766510,25.043753,766.054260,291.709351,25.458742,818.494690,295.142761,24.362711,716.821777,204.447464,25.309795,762.846252,291.515503,25.463316,818.833252,296.082001,24.340916,715.216919,204.275436,25.313711,763.132874,230.325211,713.063232,688.754883,3620.024170,70.164955,-2987.695801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0.775000,-0.014751,0.000223,-0.008091,0.999858,263.786011,25.101286,766.097778,291.726044,25.551647,818.539368,295.164978,24.394888,716.867371,204.467117,25.357315,762.886475,291.504333,25.556158,818.843872,296.134186,24.372307,715.281006,204.310730,25.361605,763.200256,230.305222,713.099915,688.766174,3620.023438,70.052834,-2987.635010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0.783333,-0.014448,0.000370,-0.007887,0.999864,263.826355,25.124676,766.075684,291.781677,25.554411,818.509338,295.191101,24.460859,716.835632,204.506424,25.358753,762.881958,291.571289,25.558710,818.825867,296.117462,24.440266,715.284546,204.347763,25.362650,763.182556,230.328903,713.111145,688.731567,3620.038574,70.115318,-2987.556641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0.791667,-0.014053,0.000289,-0.007650,0.999872,263.846008,25.146673,766.075073,291.792633,25.548334,818.513550,295.218994,24.536617,716.839600,204.526489,25.355061,762.871948,291.584167,25.552221,818.824951,296.132996,24.518099,715.324158,204.365753,25.358646,763.172119,230.328049,713.106995,688.743164,3619.972168,70.252884,-2987.622803,,,,,,,,,,,,,,,,,,,,,,,,,2265.943604,1411.113647,-1884.617432,,,,,,,,,,,,
96,0.800000,-0.013645,0.000263,-0.007194,0.999881,263.855133,25.144360,766.047974,291.799042,25.528709,818.487976,295.230865,24.603191,716.813416,204.535568,25.301170,762.842285,291.591888,25.532202,818.805420,296.150909,24.586533,715.274414,204.374435,25.304342,763.140381,230.334641,713.048035,688.732178,3620.198975,69.987991,-2987.576660,,,,,,,,,,,,,,,,,,,,,,,,,2265.821045,1411.582031,-1884.647705,,,,,,,,,,,,
97,0.808333,-0.013948,0.000455,-0.007405,0.999875,263.854370,25.133511,766.063538,291.818573,25.537540,818.492676,295.211029,24.549206,716.817322,204.533676,25.313782,762.880493,291.616425,25.541462,818.825317,296.103180,24.531199,715.276306,204.375824,25.317122,763.169128,230.338150,713.075684,688.721680,3620.179932,70.043213,-2987.596924,,,,,,,,,,,,,,,,,,,,,,,,,2265.710938,1412.003418,-1884.674927,,,,,,,,,,,,
