Format Version,1.25,Take Name,Take 2026-08-14 09.09.35 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-08-14 09.09.35.233 AM,Capture Start Frame,226598,Total Frames in Take,138,Total Exported Frames,138,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
50,0.416667,0.000140,-0.000004,-0.000377,1.000000,2306.827637,1287.663086,-1941.335327,2352.515137,1312.937256,-2099.020020,2225.536133,1309.764648,-1889.703491,2342.431396,1240.287720,-1835.282349,2352.486816,1312.958740,-2099.048096,2225.571533,1309.763428,-1889.755371,2342.425049,1240.266479,-1835.200439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0.425000,0.000133,0.000011,-0.000347,1.000000,2306.817871,1287.663208,-1941.351074,2352.499268,1312.938232,-2099.037109,2225.526611,1309.760498,-1889.717163,2342.427490,1240.291382,-1835.298462,2352.490967,1312.952148,-2099.072266,2225.548828,1309.753540,-1889.728882,2342.413330,1240.283936,-1835.251831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,0.433333,0.000022,-0.000026,-0.000122,1.000000,2306.825439,1287.686279,-1941.354370,2352.507324,1312.946533,-2099.042969,2225.520264,1309.758423,-1889.731567,2342.448486,1240.354004,-1835.288574,2352.493408,1312.956787,-2099.056396,2225.537842,1309.757446,-1889.755981,2342.444824,1240.344360,-1835.250488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0.441667,0.000027,0.000030,-0.000114,1.000000,2306.820801,1287.678833,-1941.355591,2352.484619,1312.941528,-2099.048828,2225.521240,1309.749268,-1889.723267,2342.456543,1240.346069,-1835.294189,2352.470703,1312.944214,-2099.035889,2225.542725,1309.745483,-1889.743896,2342.449463,1240.347168,-1835.286865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,0.450000,-0.000060,0.000053,-0.000132,1.000000,2306.827637,1287.672974,-1941.361572,2352.484863,1312.906616,-2099.061523,2225.531006,1309.755249,-1889.729492,2342.466309,1240.357422,-1835.293701,2352.468994,1312.905884,-2099.033691,2225.553711,1309.751831,-1889.753052,2342.460205,1240.361450,-1835.297974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0.458333,-0.000050,0.000042,-0.000195,1.000000,2306.834473,1287.696655,-1941.375366,2352.498291,1312.927734,-2099.073730,2225.540039,1309.787964,-1889.744507,2342.465088,1240.374390,-1835.307739,2352.490967,1312.926270,-2099.057129,2225.548340,1309.787354,-1889.755737,2342.463867,1240.376587,-1835.313232,,,,,,,,,,,,,2241.101562,1410.864380,-1817.604492,,,,,,,,,,,,,,,,,,
56,0.466667,0.000042,0.000019,-0.000160,1.000000,2306.848877,1287.691772,-1941.376099,2352.518311,1312.954956,-2099.067627,2225.550293,1309.767944,-1889.744873,2342.477783,1240.352539,-1835.315430,2352.507568,1312.958862,-2099.064453,2225.560547,1309.768677,-1889.763916,2342.478027,1240.347900,-1835.300049,,,,,,,,,,,,,2241.441650,1410.140137,-1817.009766,,,,,,,,,,,,,,,,,,
57,0.475000,0.000176,-0.000047,-0.000332,1.000000,2306.842529,1287.671753,-1941.366577,2352.541504,1312.961548,-2099.045166,2225.544922,1309.762207,-1889.740112,2342.441406,1240.291992,-1835.313965,2352.531250,1312.978638,-2099.087402,2225.544922,1309.769653,-1889.766235,2342.451660,1240.266602,-1835.243652,,,,,,,,,,,,,2241.747559,1409.488281,-1816.474731,,,,,,,,,,,,,,,,,,
58,0.483333,0.000136,-0.000053,-0.000416,1.000000,2306.832275,1287.678101,-1941.366943,2352.537354,1312.947632,-2099.047119,2225.537598,1309.786255,-1889.743286,2342.422119,1240.300781,-1835.309937,2352.516602,1312.963623,-2099.069092,2225.541992,1309.797974,-1889.790771,2342.438965,1240.272095,-1835.238647,,,,,,,,,,,,,2242.022705,1408.901855,-1815.993042,,,,,,,,,,,,,,,,,,
59,0.491667,0.000164,-0.000070,-0.000381,1.000000,2306.836670,1287.667236,-1941.357666,2352.545166,1312.948853,-2099.034912,2225.538574,1309.766724,-1889.735596,2342.425781,1240.286499,-1835.302124,2352.527832,1312.962769,-2099.055664,2225.545898,1309.774414,-1889.773560,2342.436279,1240.264038,-1835.242065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0.500000,0.000176,-0.000065,-0.000526,1.000000,2306.827393,1287.645142,-1941.357178,2352.541748,1312.917114,-2099.034424,2225.536377,1309.766968,-1889.733643,2342.403809,1240.251465,-1835.303223,2352.526123,1312.937622,-2099.080322,2225.546631,1309.771973,-1889.767212,2342.409424,1240.224854,-1835.220947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,0.508333,0.000216,-0.000065,-0.000705,1.000000,2306.822754,1287.613037,-1941.347900,2352.546387,1312.881226,-2099.023193,2225.539795,1309.760010,-1889.722778,2342.382324,1240.198120,-1835.297729,2352.528809,1312.904175,-2099.073730,2225.544434,1309.769775,-1889.763794,2342.395508,1240.164062,-1835.202148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,0.516667,0.000169,-0.000040,-0.000657,1.000000,2306.824219,1287.599731,-1941.341431,2352.537354,1312.857544,-2099.021240,2225.541504,1309.743774,-1889.714233,2342.393555,1240.198120,-1835.288574,2352.521484,1312.881226,-2099.076904,2225.546143,1309.752808,-1889.752686,2342.405518,1240.163818,-1835.190186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0.525000,0.000025,0.000116,-0.000583,1.000000,2306.795166,1287.607544,-1941.363525,2352.455322,1312.826782,-2099.064941,2225.525391,1309.754395,-1889.717407,2342.404541,1240.241821,-1835.308228,2352.440186,1312.846191,-2099.106934,2225.526367,1309.764771,-1889.754517,2342.419189,1240.211060,-1835.225708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0.533333,-0.000067,0.000010,-0.000541,1.000000,2306.812500,1287.634155,-1941.377441,2352.504150,1312.828125,-2099.073730,2225.530029,1309.783569,-1889.752686,2342.403564,1240.291016,-1835.305664,2352.490479,1312.839722,-2099.091797,2225.539307,1309.787476,-1889.780884,2342.407959,1240.275146,-1835.258545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0.541667,-0.000083,0.000110,-0.000331,1.000000,2306.800293,1287.664917,-1941.394531,2352.449707,1312.873047,-2099.100830,2225.518799,1309.781860,-1889.754028,2342.432617,1240.339966,-1835.328613,2352.436523,1312.888794,-2099.133545,2225.548584,1309.773804,-1889.773071,2342.415771,1240.332275,-1835.276489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0.550000,-0.000140,0.000159,-0.000260,1.000000,2306.789795,1287.709351,-1941.404541,2352.420166,1312.906006,-2099.118164,2225.510010,1309.820801,-1889.758667,2342.439209,1240.401611,-1835.336670,2352.408691,1312.921631,-2099.154541,2225.548584,1309.806274,-1889.769775,2342.412109,1240.400024,-1835.289185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,0.558333,-0.000001,0.000017,-0.000198,1.000000,2306.837891,1287.714966,-1941.378296,2352.509766,1312.961182,-2099.071777,2225.540527,1309.801758,-1889.749268,2342.463135,1240.382080,-1835.313477,2352.494629,1312.967285,-2099.069824,2225.568115,1309.795288,-1889.770020,2342.450439,1240.382324,-1835.295166,,,,,,,,,,,,,,,,2241.093018,1410.904541,-1817.650757,,,,,,,,,,,,,,,
68,0.566667,0.000078,0.000096,-0.000249,1.000000,2306.814209,1287.711060,-1941.403320,2352.463623,1312.977539,-2099.100098,2225.527588,1309.797974,-1889.757935,2342.451416,1240.357910,-1835.351440,2352.455566,1312.991211,-2099.134277,2225.565186,1309.781738,-1889.762085,2342.421875,1240.360107,-1835.313354,,,,,,,,,,,,,,,,2240.974609,1411.362793,-1817.436279,,,,,,,,,,,,,,,
69,0.575000,0.000106,-0.000042,-0.000255,1.000000,2306.843506,1287.688477,-1941.387573,2352.536865,1312.963257,-2099.070312,2225.542725,1309.773682,-1889.763428,2342.450684,1240.328857,-1835.328613,2352.534424,1312.971069,-2099.093018,2225.554932,1309.768677,-1889.765137,2342.440918,1240.326294,-1835.304321,,,,,,,,,,,,,,,,2240.868164,1411.775146,-1817.243286,,,,,,,,,,,,,,,
70,0.583333,0.000245,-0.000018,-0.000241,1.000000,2306.836914,1287.677856,-1941.362915,2352.522217,1312.997559,-2099.040771,2225.538086,1309.746338,-1889.728882,2342.450439,1240.289917,-1835.318726,2352.525146,1313.003662,-2099.066162,2225.535645,1309.746338,-1889.725098,2342.449463,1240.284058,-1835.297485,,,,,,,,,,,,,,,,2240.772217,1412.146118,-1817.069702,,,,,,,,,,,,,,,
71,0.591667,0.000203,-0.000015,-0.000418,1.000000,2306.827637,1287.649536,-1941.339233,2352.520752,1312.939941,-2099.019531,2225.536865,1309.751099,-1889.706543,2342.424805,1240.257690,-1835.291382,2352.523193,1312.949829,-2099.056396,2225.534912,1309.751587,-1889.705688,2342.424561,1240.247437,-1835.255737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,0.600000,0.000011,-0.000036,-0.000426,1.000000,2306.824707,1287.636841,-1941.324585,2352.524902,1312.865967,-2099.012695,2225.531982,1309.759644,-1889.703857,2342.416748,1240.285400,-1835.257080,2352.512939,1312.879761,-2099.041016,2225.538818,1309.764282,-1889.730225,2342.422363,1240.266479,-1835.200928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,0.608333,0.000001,-0.000000,-0.000439,1.000000,2306.814941,1287.640381,-1941.322388,2352.504395,1312.865234,-2099.014160,2225.526855,1309.766113,-1889.696289,2342.413330,1240.289917,-1835.256592,2352.489258,1312.877319,-2099.031250,2225.532715,1309.773315,-1889.729736,2342.423340,1240.270386,-1835.204956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,0.616667,0.000047,-0.000022,-0.000352,1.000000,2306.820068,1287.635986,-1941.320557,2352.512207,1312.883179,-2099.008057,2225.525879,1309.743164,-1889.695801,2342.422363,1240.282227,-1835.257446,2352.496094,1312.888672,-2099.002197,2225.533936,1309.748779,-1889.727905,2342.430420,1240.270874,-1835.231567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0.625000,0.000080,0.000005,-0.000317,1.000000,2306.832031,1287.653320,-1941.347656,2352.513916,1312.914307,-2099.035889,2225.539062,1309.751221,-1889.717041,2342.443115,1240.294800,-1835.289429,2352.500977,1312.919556,-2099.033447,2225.548584,1309.754395,-1889.742554,2342.447510,1240.286255,-1835.267090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0.633333,0.000175,-0.000018,-0.000344,1.000000,2306.840088,1287.663330,-1941.349365,2352.530762,1312.951660,-2099.031006,2225.545898,1309.755981,-1889.718384,2342.443848,1240.282715,-1835.298706,2352.513916,1312.961426,-2099.038330,2225.553467,1309.762451,-1889.753418,2342.452881,1240.265991,-1835.255737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,0.641667,0.000142,-0.000002,-0.000321,1.000000,2306.846924,1287.653198,-1941.323853,2352.531250,1312.933350,-2099.008545,2225.553223,1309.745361,-1889.691650,2342.456299,1240.281250,-1835.271240,2352.511719,1312.943970,-2099.014160,2225.563965,1309.751953,-1889.731689,2342.465088,1240.263550,-1835.225098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,0.650000,0.000024,0.000005,-0.000278,1.000000,2306.848389,1287.667236,-1941.319214,2352.528076,1312.914062,-2099.010498,2225.553467,1309.764648,-1889.691162,2342.463135,1240.323486,-1835.255859,2352.514160,1312.919189,-2099.006592,2225.554932,1309.772583,-1889.721191,2342.475586,1240.310181,-1835.229492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,0.658333,0.000129,0.000046,-0.000299,1.000000,2306.838623,1287.648926,-1941.327026,2352.506592,1312.926880,-2099.016602,2225.548828,1309.738892,-1889.687622,2342.460205,1240.281372,-1835.276489,2352.497314,1312.934082,-2099.025879,2225.542480,1309.749146,-1889.712769,2342.476318,1240.263550,-1835.241455,,,,,,,,,,,,,,,,,,,2241.102295,1410.899048,-1817.628784,,,,,,,,,,,,
80,0.666667,0.000029,0.000009,-0.000356,1.000000,2306.845215,1287.630737,-1941.343750,2352.527588,1312.872070,-2099.035156,2225.554199,1309.740234,-1889.714722,2342.453613,1240.280396,-1835.281250,2352.531494,1312.867432,-2099.025391,2225.528076,1309.752808,-1889.717041,2342.475830,1240.272461,-1835.288940,,,,,,,,,,,,,,,,,,,2241.447021,1410.141113,-1817.006958,,,,,,,,,,,,
81,0.675000,0.000081,0.000019,-0.000439,1.000000,2306.842773,1287.620972,-1941.344116,2352.526123,1312.871216,-2099.033936,2225.556641,1309.738647,-1889.711304,2342.445557,1240.253540,-1835.287231,2352.518555,1312.872437,-2099.026367,2225.540039,1309.753174,-1889.735718,2342.469727,1240.237427,-1835.270508,,,,,,,,,,,,,,,,,,,2241.757080,1409.458984,-1816.447388,,,,,,,,,,,,
82,0.683333,0.000103,0.000013,-0.000511,1.000000,2306.846191,1287.617920,-1941.336060,2352.535156,1312.868408,-2099.024170,2225.562500,1309.744995,-1889.703125,2342.440918,1240.240723,-1835.280762,2352.520996,1312.876831,-2099.030273,2225.561035,1309.755737,-1889.737427,2342.457275,1240.221069,-1835.239624,,,,,,,,,,,,,,,,,,,2242.036133,1408.845093,-1815.943848,,,,,,,,,,,,
83,0.691667,0.000117,-0.000027,-0.000513,1.000000,2306.849854,1287.614868,-1941.320190,2352.552002,1312.869507,-2099.003906,2225.562012,1309.740723,-1889.693237,2342.435791,1240.234497,-1835.263428,2352.539307,1312.880615,-2099.022949,2225.548584,1309.757568,-1889.729614,2342.462891,1240.205444,-1835.206421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0.700000,0.000252,-0.000038,-0.000714,1.000000,2306.828613,1287.609375,-1941.317749,2352.543945,1312.888062,-2098.993896,2225.548584,1309.754028,-1889.686523,2342.393066,1240.186157,-1835.272949,2352.538818,1312.901733,-2099.033203,2225.529297,1309.769653,-1889.709717,2342.417969,1240.155640,-1835.208130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,0.708333,0.000240,-0.000016,-0.000676,1.000000,2306.843506,1287.615601,-1941.333252,2352.550049,1312.894165,-2099.011719,2225.563965,1309.755371,-1889.699097,2342.416260,1240.197632,-1835.288940,2352.533447,1312.904907,-2099.022217,2225.554932,1309.772461,-1889.742920,2342.443115,1240.168945,-1835.233154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,0.716667,0.000104,-0.000057,-0.000526,1.000000,2306.844238,1287.644165,-1941.317261,2352.556152,1312.893555,-2098.998779,2225.553955,1309.773560,-1889.695923,2342.422363,1240.265625,-1835.257080,2352.518311,1312.905151,-2098.979248,2225.565186,1309.792358,-1889.777710,2342.450439,1240.234985,-1835.196289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,0.725000,0.000049,-0.000029,-0.000438,1.000000,2306.832520,1287.651367,-1941.330322,2352.531250,1312.891602,-2099.017090,2225.541260,1309.772095,-1889.706665,2342.425049,1240.290894,-1835.266968,2352.497559,1312.901489,-2098.998291,2225.566406,1309.779785,-1889.771484,2342.434570,1240.273438,-1835.222900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0.733333,0.000031,0.000004,-0.000271,1.000000,2306.835449,1287.652588,-1941.337891,2352.515137,1312.902466,-2099.028564,2225.540039,1309.747925,-1889.709717,2342.450928,1240.307861,-1835.275146,2352.497803,1312.910278,-2099.028564,2225.556396,1309.750000,-1889.742432,2342.452393,1240.297729,-1835.243164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,0.741667,-0.000026,0.000002,-0.000158,1.000000,2306.836914,1287.697510,-1941.355225,2352.511719,1312.939453,-2099.048584,2225.536377,1309.780518,-1889.729858,2342.462646,1240.373047,-1835.286865,2352.493408,1312.941895,-2099.028320,2225.556396,1309.780029,-1889.760132,2342.460693,1240.370972,-1835.277588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0.750000,-0.000002,0.000032,-0.000213,1.000000,2306.837402,1287.687500,-1941.346191,2352.505371,1312.932129,-2099.041260,2225.542236,1309.776855,-1889.714966,2342.464111,1240.353882,-1835.282227,2352.486816,1312.936157,-2099.025391,2225.549561,1309.784912,-1889.753296,2342.476074,1240.341919,-1835.260132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,0.758333,-0.000075,0.000035,-0.000109,1.000000,2306.832031,1287.687134,-1941.342407,2352.493896,1312.918091,-2099.041260,2225.532959,1309.767334,-1889.713745,2342.469238,1240.376465,-1835.271729,2352.491455,1312.913940,-2099.022705,2225.540039,1309.764404,-1889.714966,2342.464600,1240.383789,-1835.289551,,,,,,,,,,,,,,,,,,,,,,2241.085693,1410.852295,-1817.598999,,,,,,,,,
92,0.766667,0.000050,0.000049,-0.000233,1.000000,2306.832275,1287.700684,-1941.357910,2352.495850,1312.959839,-2099.052002,2225.540039,1309.787964,-1889.721558,2342.460938,1240.354492,-1835.300171,2352.494141,1312.963013,-2099.060547,2225.538574,1309.790283,-1889.727173,2342.464355,1240.348633,-1835.286011,,,,,,,,,,,,,,,,,,,,,,2241.441162,1410.098389,-1816.972778,,,,,,,,,
93,0.775000,0.000032,0.000013,-0.000213,1.000000,2306.845703,1287.723022,-1941.345215,2352.519531,1312.978271,-2099.036865,2225.548828,1309.808960,-1889.715454,2342.468506,1240.382324,-1835.283203,2352.506348,1312.985840,-2099.042236,2225.560547,1309.811157,-1889.740845,2342.470459,1240.372437,-1835.252441,,,,,,,,,,,,,,,,,,,,,,2241.761475,1409.420044,-1816.408936,,,,,,,,,
94,0.783333,0.000061,0.000001,-0.000132,1.000000,2306.843994,1287.736206,-1941.337402,2352.517822,1313.007935,-2099.026367,2225.542236,1309.805908,-1889.708252,2342.471924,1240.394897,-1835.277222,2352.506348,1313.014404,-2099.030029,2225.564209,1309.800903,-1889.724854,2342.462402,1240.393677,-1835.256958,,,,,,,,,,,,,,,,,,,,,,2242.049561,1408.809448,-1815.901733,,,,,,,,,
95,0.791667,0.000033,-0.000002,-0.000013,1.000000,2306.838867,1287.744019,-1941.347168,2352.507568,1313.017944,-2099.037109,2225.531738,1309.797363,-1889.719849,2342.477539,1240.417114,-1835.284058,2352.494385,1313.020386,-2099.024902,2225.554443,1309.792114,-1889.737793,2342.468018,1240.419922,-1835.278564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0.800000,-0.000014,-0.000031,-0.000125,1.000000,2306.845459,1287.711304,-1941.355225,2352.529053,1312.960083,-2099.044922,2225.540039,1309.787598,-1889.734741,2342.467041,1240.386475,-1835.285645,2352.517822,1312.964722,-2099.043701,2225.557373,1309.784912,-1889.752441,2342.461670,1240.384277,-1835.269775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0.808333,0.000084,-0.000013,-0.000129,1.000000,2306.841553,1287.698730,-1941.346680,2352.519531,1312.978149,-2099.033203,2225.538574,1309.765625,-1889.718750,2342.466797,1240.352783,-1835.287720,2352.510010,1312.989014,-2099.055664,2225.547607,1309.766602,-1889.737061,2342.466553,1240.340820,-1835.246338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0.816667,0.000156,-0.000072,-0.000126,1.000000,2306.857666,1287.689331,-1941.347534,2352.554199,1312.991577,-2099.024902,2225.548340,1309.748413,-1889.726074,2342.470703,1240.328369,-1835.291138,2352.550781,1313.010132,-2099.082520,2225.550781,1309.750488,-1889.736938,2342.471436,1240.307739,-1835.221924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,0.825000,0.000197,-0.000171,-0.000179,1.000000,2306.866943,1287.688599,-1941.368164,2352.597168,1312.998901,-2099.034668,2225.549561,1309.751953,-1889.760986,2342.453857,1240.315308,-1835.308594,2352.605957,1313.016479,-2099.108154,2225.547363,1309.749756,-1889.750000,2342.448242,1240.299927,-1835.247559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0.833333,0.000146,-0.000176,-0.000066,1.000000,2306.857178,1287.708374,-1941.385254,2352.583252,1313.013062,-2099.053955,2225.534180,1309.758667,-1889.781250,2342.453613,1240.353760,-1835.320557,2352.597412,1313.030640,-2099.136230,2225.523682,1309.757812,-1889.762207,2342.450439,1240.337524,-1835.260010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0.841667,0.000194,-0.000126,-0.000263,1.000000,2306.838867,1287.678345,-1941.361694,2352.559082,1312.980225,-2099.032471,2225.530029,1309.755737,-1889.747314,2342.427490,1240.299438,-1835.305054,2352.556152,1313.006104,-2099.116455,2225.529053,1309.760254,-1889.760864,2342.431885,1240.268066,-1835.205078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,0.850000,0.000132,-0.000057,-0.000301,1.000000,2306.832031,1287.681396,-1941.354736,2352.532471,1312.960205,-2099.034912,2225.531738,1309.771240,-1889.731934,2342.431885,1240.313110,-1835.297241,2352.517090,1312.982300,-2099.086426,2225.545898,1309.773926,-1889.763550,2342.432617,1240.287354,-1835.211060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,0.858333,0.000078,-0.000004,-0.000256,1.000000,2306.827637,1287.679932,-1941.326660,2352.509277,1312.945679,-2099.014160,2225.530762,1309.768066,-1889.697632,2342.442627,1240.326172,-1835.267822,2352.489746,1312.958496,-2099.026855,2225.550781,1309.769653,-1889.734009,2342.442627,1240.311646,-1835.218018,,,,,,,,,,,,,,,,,,,,,,,,,2241.093262,1410.874390,-1817.583984,,,,,,
104,0.866667,0.000073,0.000038,-0.000320,1.000000,2306.823975,1287.668945,-1941.328857,2352.495361,1312.927246,-2099.020752,2225.534424,1309.768066,-1889.693237,2342.442139,1240.311890,-1835.272461,2352.481445,1312.933594,-2099.020508,2225.543701,1309.771729,-1889.721069,2342.446777,1240.301392,-1835.244995,,,,,,,,,,,,,,,,,,,,,,,,,2241.439453,1410.136108,-1816.960815,,,,,,
105,0.875000,0.000098,0.000025,-0.000356,1.000000,2306.827393,1287.657715,-1941.320190,2352.504883,1312.920776,-2099.009521,2225.538086,1309.760132,-1889.685669,2342.439209,1240.292603,-1835.265259,2352.486328,1312.927124,-2099.002197,2225.538574,1309.771851,-1889.727295,2342.457520,1240.274048,-1835.231079,,,,,,,,,,,,,,,,,,,,,,,,,2241.750977,1409.471680,-1816.399780,,,,,,
106,0.883333,-0.000138,0.000180,-0.000230,1.000000,2306.799072,1287.665649,-1941.336182,2352.421631,1312.865723,-2099.051514,2225.520264,1309.771851,-1889.686768,2342.455566,1240.359497,-1835.269897,2352.406006,1312.877319,-2099.066406,2225.531006,1309.776001,-1889.718628,2342.460693,1240.343384,-1835.222412,,,,,,,,,,,,,,,,,,,,,,,,,2242.031494,1408.873657,-1815.895020,,,,,,
107,0.891667,-0.000160,0.000060,-0.000177,1.000000,2306.813721,1287.685303,-1941.345337,2352.471191,1312.883179,-2099.051025,2225.520020,1309.785156,-1889.716431,2342.449951,1240.387817,-1835.268555,2352.468262,1312.889404,-2099.068115,2225.527588,1309.782715,-1889.720215,2342.445068,1240.383789,-1835.247192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0.900000,-0.000069,0.000017,-0.000018,1.000000,2306.818848,1287.703125,-1941.329224,2352.481934,1312.944580,-2099.026123,2225.513916,1309.767700,-1889.703247,2342.461182,1240.397461,-1835.258057,2352.483398,1312.952393,-2099.056152,2225.519043,1309.764282,-1889.699585,2342.454102,1240.392944,-1835.231934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,0.908333,0.000003,-0.000024,-0.000204,1.000000,2306.837891,1287.720337,-1941.339844,2352.523193,1312.967285,-2099.029541,2225.536865,1309.807739,-1889.717285,2342.453613,1240.386230,-1835.272461,2352.509033,1312.975464,-2099.035156,2225.550781,1309.808716,-1889.743286,2342.453613,1240.377075,-1835.241089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,0.916667,0.000039,-0.000066,-0.000168,1.000000,2306.831787,1287.717163,-1941.340210,2352.528564,1312.978638,-2099.024414,2225.524902,1309.795288,-1889.723022,2342.442139,1240.378174,-1835.273193,2352.517578,1312.992920,-2099.055908,2225.550293,1309.787842,-1889.738281,2342.427002,1240.371094,-1835.225586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,0.925000,-0.000088,0.000071,-0.000117,1.000000,2306.808350,1287.699707,-1941.359863,2352.459229,1312.925659,-2099.062988,2225.513184,1309.782471,-1889.726074,2342.452637,1240.391113,-1835.290527,2352.443359,1312.945557,-2099.106934,2225.540039,1309.777588,-1889.751831,2342.440430,1240.375488,-1835.218994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,0.933333,-0.000078,-0.000012,-0.000290,1.000000,2306.812744,1287.683472,-1941.336792,2352.498779,1312.896973,-2099.031494,2225.516602,1309.793213,-1889.716064,2342.422852,1240.360596,-1835.262451,2352.484863,1312.904785,-2099.036865,2225.527588,1309.796143,-1889.742798,2342.426025,1240.349731,-1835.230347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,0.941667,-0.000001,0.000104,-0.000448,1.000000,2306.795166,1287.673462,-1941.348633,2352.452637,1312.897095,-2099.050049,2225.518066,1309.800903,-1889.705688,2342.414795,1240.322876,-1835.289917,2352.423584,1312.914551,-2099.065186,2225.545410,1309.804443,-1889.760376,2342.416748,1240.301392,-1835.219727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,0.950000,0.000041,-0.000038,-0.000377,1.000000,2306.821045,1287.644897,-1941.329834,2352.519775,1312.888062,-2099.016113,2225.526123,1309.756470,-1889.708008,2342.417480,1240.290405,-1835.265015,2352.488770,1312.906860,-2099.031738,2225.555664,1309.760498,-1889.767456,2342.420166,1240.267090,-1835.189087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,0.958333,0.000052,0.000090,-0.000341,1.000000,2306.802246,1287.669067,-1941.347778,2352.458740,1312.918945,-2099.045166,2225.519043,1309.773804,-1889.704712,2342.429199,1240.314697,-1835.293213,2352.432373,1312.949219,-2099.108154,2225.538574,1309.780762,-1889.758911,2342.435791,1240.275757,-1835.170044,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241.106201,1410.879028,-1817.619629,,,
116,0.966667,-0.000017,0.000081,-0.000351,1.000000,2306.798340,1287.663208,-1941.343384,2352.458252,1312.890259,-2099.043701,2225.514648,1309.776733,-1889.704956,2342.422363,1240.322998,-1835.281494,2352.441162,1312.915527,-2099.103271,2225.539062,1309.775024,-1889.736572,2342.414795,1240.298828,-1835.187012,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240.991699,1411.345825,-1817.404175,,,
